ortholog	gene	phenotype	taxon
Ctdnep1	['CTDNEP1', 'CTD nuclear envelope phosphatase 1']	abnormal embryonic tissue morphology	Mus musculus
Ctdnep1	['CTDNEP1', 'CTD nuclear envelope phosphatase 1']	absent allantois	Mus musculus
Ctdnep1	['CTDNEP1', 'CTD nuclear envelope phosphatase 1']	absent amnion	Mus musculus
Ctdnep1	['CTDNEP1', 'CTD nuclear envelope phosphatase 1']	abnormal extraembryonic mesoderm development	Mus musculus
eif4a1a	['SENP3', 'SUMO1/sentrin/SMT3 specific peptidase 3']	abnormal(ly) decreased size eye	Danio rerio
eif4a1a	['SENP3', 'SUMO1/sentrin/SMT3 specific peptidase 3']	abnormal(ly) quality heart	Danio rerio
eif4a1a	['SENP3', 'SUMO1/sentrin/SMT3 specific peptidase 3']	abnormal(ly) quality gut	Danio rerio
eif4a1a	['SENP3', 'SUMO1/sentrin/SMT3 specific peptidase 3']	abnormal(ly) quality liver	Danio rerio
eif4a1a	['SENP3', 'SUMO1/sentrin/SMT3 specific peptidase 3']	abnormal(ly) grey yolk	Danio rerio
eif4a1a	['SENP3', 'SUMO1/sentrin/SMT3 specific peptidase 3']	abnormal(ly) decreased thickness trunk	Danio rerio
eif4a1a	['SENP3', 'SUMO1/sentrin/SMT3 specific peptidase 3']	abnormal(ly) necrotic trunk	Danio rerio
eif4a1a	['SENP3', 'SUMO1/sentrin/SMT3 specific peptidase 3']	abnormal(ly) decreased size head	Danio rerio
eif4a1a	['SENP3', 'SUMO1/sentrin/SMT3 specific peptidase 3']	abnormal(ly) edematous pericardium	Danio rerio
eif4a1a	['SENP3', 'SUMO1/sentrin/SMT3 specific peptidase 3']	abnormal(ly) hypoplastic liver	Danio rerio
eif4a1a	['SENP3', 'SUMO1/sentrin/SMT3 specific peptidase 3']	abnormal(ly) hypoplastic gut	Danio rerio
eif4a1a	['SENP3', 'SUMO1/sentrin/SMT3 specific peptidase 3']	abnormal(ly) circular yolk	Danio rerio
eif4a1a	['SENP3', 'SUMO1/sentrin/SMT3 specific peptidase 3']	abnormal(ly) decreased thickness extension	Danio rerio
Senp3	['SENP3', 'SUMO1/sentrin/SMT3 specific peptidase 3']	Behavioral abnormality	Mus musculus
Senp3	['SENP3', 'SUMO1/sentrin/SMT3 specific peptidase 3']	Hyperalbuminemia	Mus musculus
Fxr2	['FXR2', 'fragile X mental retardation, autosomal homolog 2']	impaired coordination	Mus musculus
Fxr2	['FXR2', 'fragile X mental retardation, autosomal homolog 2']	abnormal spatial learning	Mus musculus
Fxr2	['FXR2', 'fragile X mental retardation, autosomal homolog 2']	increased thermal nociceptive threshold	Mus musculus
Fxr2	['FXR2', 'fragile X mental retardation, autosomal homolog 2']	abnormal motor capabilities/coordination/movement	Mus musculus
Fxr2	['FXR2', 'fragile X mental retardation, autosomal homolog 2']	decreased fear-related response	Mus musculus
Fxr2	['FXR2', 'fragile X mental retardation, autosomal homolog 2']	decreased prepulse inhibition	Mus musculus
Fxr2	['FXR2', 'fragile X mental retardation, autosomal homolog 2']	Hyperactivity	Mus musculus
Zbtb4	['ZBTB4', 'zinc finger and BTB domain containing 4']	persistence of hyaloid vascular system	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	response to wounding phenotype	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	amyloid beta deposits	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	abnormal neurite morphology	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	decreased neuron apoptosis	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	no abnormal phenotype detected	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	impaired coordination	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	decreased corpus callosum size	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	abnormal cerebellar granule layer morphology	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	abnormal Purkinje cell morphology	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	abnormal cerebellar Purkinje cell layer	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	impaired righting response	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	postnatal lethality, complete penetrance	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	decreased anterior commissure size	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	abnormal neuron differentiation	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	Ataxia	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	Tremor	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	Gait disturbance	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	Failure to thrive	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	Decreased body weight	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	abnormal liver development	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	enlarged liver sinusoidal spaces	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	decreased hepatocyte number	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	prenatal lethality, complete penetrance	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	abnormal liver bud morphology	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	increased hepatocyte apoptosis	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	liver hemorrhage	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	Pallor	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	embryonic lethality, complete penetrance	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	embryonic lethality during organogenesis, complete penetrance	Mus musculus
Map2k4	['MAP2K4', 'mitogen-activated protein kinase kinase 4']	Anemia	Mus musculus
Cops3	['COPS3', 'COP9 signalosome subunit 3']	in utero embryonic development phenotype	Mus musculus
Cops3	['COPS3', 'COP9 signalosome subunit 3']	prenatal lethality, complete penetrance	Mus musculus
Cops3	['COPS3', 'COP9 signalosome subunit 3']	abnormal germ layer development	Mus musculus
Cops3	['COPS3', 'COP9 signalosome subunit 3']	absent mesoderm	Mus musculus
Cops3	['COPS3', 'COP9 signalosome subunit 3']	failure to gastrulate	Mus musculus
Cops3	['COPS3', 'COP9 signalosome subunit 3']	embryonic lethality between somite formation and embryo turning, complete penetrance	Mus musculus
Cops3	['COPS3', 'COP9 signalosome subunit 3']	abnormal proamniotic cavity morphology	Mus musculus
Cops3	['COPS3', 'COP9 signalosome subunit 3']	abnormal inner cell mass morphology	Mus musculus
Cops3	['COPS3', 'COP9 signalosome subunit 3']	abnormal embryonic epiblast morphology	Mus musculus
Cops3	['COPS3', 'COP9 signalosome subunit 3']	embryonic growth retardation	Mus musculus
Lgals9	LGALS9C	increased neutrophil cell number	Mus musculus
Lgals9	LGALS9C	abnormal Peyer's patch morphology	Mus musculus
Lgals9	LGALS9C	spleen hyperplasia	Mus musculus
Lgals9	LGALS9C	enhanced humoral immune response	Mus musculus
Lgals9	LGALS9C	increased B cell proliferation	Mus musculus
Lgals9	LGALS9C	growth/size/body region phenotype	Mus musculus
Lgals9	LGALS9C	increased spleen germinal center size	Mus musculus
Lgals9	LGALS9C	abnormal lymph node germinal center morphology	Mus musculus
Lgals9	LGALS9C	Lymphocytosis	Mus musculus
Lgals9	LGALS9C	Lymphadenopathy	Mus musculus
Lgals9	LGALS9C	Thymus hyperplasia	Mus musculus
Lgals9	LGALS9C	increased susceptibility to induced arthritis	Mus musculus
Lgals9	LGALS9C	decreased regulatory T cell number	Mus musculus
Lgals9	LGALS9C	increased T-helper 1 cell number	Mus musculus
Lgals9	LGALS9C	increased neutrophil cell number	Mus musculus
Lgals9	LGALS9C	abnormal Peyer's patch morphology	Mus musculus
Lgals9	LGALS9C	spleen hyperplasia	Mus musculus
Lgals9	LGALS9C	enhanced humoral immune response	Mus musculus
Lgals9	LGALS9C	increased B cell proliferation	Mus musculus
Lgals9	LGALS9C	increased spleen germinal center size	Mus musculus
Lgals9	LGALS9C	abnormal lymph node germinal center morphology	Mus musculus
Lgals9	LGALS9C	Lymphocytosis	Mus musculus
Lgals9	LGALS9C	Lymphadenopathy	Mus musculus
Lgals9	LGALS9C	Thymus hyperplasia	Mus musculus
Usp22	['USP22', 'ubiquitin specific peptidase 22']	decreased embryo size	Mus musculus
Usp22	['USP22', 'ubiquitin specific peptidase 22']	embryonic lethality during organogenesis, complete penetrance	Mus musculus
Usp22	['USP22', 'ubiquitin specific peptidase 22']	embryonic growth retardation	Mus musculus
Usp22	['USP22', 'ubiquitin specific peptidase 22']	increased fibroblast apoptosis	Mus musculus
Usp22	['USP22', 'ubiquitin specific peptidase 22']	Gait disturbance	Mus musculus
Usp22	['USP22', 'ubiquitin specific peptidase 22']	preweaning lethality, complete penetrance	Mus musculus
Usp22	['USP22', 'ubiquitin specific peptidase 22']	preweaning lethality	Mus musculus
Usp22	['USP22', 'ubiquitin specific peptidase 22']	increased sacral vertebrae number	Mus musculus
Usp22	['USP22', 'ubiquitin specific peptidase 22']	decreased lumbar vertebrae number	Mus musculus
Usp22	['USP22', 'ubiquitin specific peptidase 22']	premature death	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	premature death	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	Behavioral abnormality	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	neonatal lethality, complete penetrance	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	impaired coordination	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	abnormal bone marrow development	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	decreased thymocyte number	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	impaired myelopoiesis	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	small lymph nodes	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	abnormal definitive hematopoiesis	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	abnormal immune system organ morphology	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	decreased double-positive T cell number	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	decreased pro-B cell number	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	decreased gamma-delta T cell number	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	Ataxia	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	Failure to thrive	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	Reduced natural killer cell number	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	Abnormality of the thymus	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	Hypoplastic spleen	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	Bone marrow hypocellularity	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	Lymphopenia	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	prenatal lethality, complete penetrance	Mus musculus
Nlk	['NLK', 'nemo-like kinase']	no abnormal phenotype detected	Mus musculus
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 15	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 11	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 14	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 23	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 17	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) malformed somite 7	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 12	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 27	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 16	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 19	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 13	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 22	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 18	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 24	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 21	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 28	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 10	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 8	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 9	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) degenerate somite border	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 25	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) malformed somite 6	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 29	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) arrested somitogenesis	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 26	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 30	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic somite 20	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) arrested embryonic heart tube development	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) decreased length whole organism	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) disrupted somitogenesis	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic heart tube	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	somitogenesis phenotype	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	embryonic heart tube development phenotype	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) quality otolith	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) shape otic vesicle	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) decreased size otolith	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) morphology inner ear	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic semicircular canal	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) quality inner ear	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) decreased size otic vesicle	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) has fewer parts of type inner ear towards otolith	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic retina ventral region	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) process quality pigmentation	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) attached to atrium towards bulbus arteriosus	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) position atrium	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) morphology eye	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) quality pigment cell	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) decreased size cardiac ventricle	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) delayed embryo development	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) quality sensory system	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) morphology post-vent region	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) shape whole organism	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) morphology heart	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) morphology brain	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) quality nervous system	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) quality post-vent region	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) quality brain	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) quality heart	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) decreased size eye	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) bent whole organism	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) dilated atrium	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) dilated cardiac ventricle	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) decreased intensity response to drug	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	heart development phenotype	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) edematous pericardium	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) decreased size head	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) curved ventral trunk	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) decreased pigmentation whole organism	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) aplastic atrium	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) decreased size heart	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) dark grey yolk	Danio rerio
supt6h	['SUPT6H', 'SPT6 homolog, histone chaperone']	abnormal(ly) shape yolk	Danio rerio
Myo18a	['MYO18A', 'myosin XVIIIA']	preweaning lethality, complete penetrance	Mus musculus
Rhot1	['RHOT1', 'ras homolog family member T1']	decreased motor neuron number	Mus musculus
Rhot1	['RHOT1', 'ras homolog family member T1']	abnormal phrenic nerve morphology	Mus musculus
Rhot1	['RHOT1', 'ras homolog family member T1']	neonatal lethality, complete penetrance	Mus musculus
Rhot1	['RHOT1', 'ras homolog family member T1']	abnormal innervation	Mus musculus
Rhot1	['RHOT1', 'ras homolog family member T1']	abnormal mitochondrial physiology	Mus musculus
Rhot1	['RHOT1', 'ras homolog family member T1']	Cyanosis	Mus musculus
Rhot1	['RHOT1', 'ras homolog family member T1']	Abnormality of brainstem morphology	Mus musculus
Rhot1	['RHOT1', 'ras homolog family member T1']	Respiratory insufficiency	Mus musculus
Rhot1	['RHOT1', 'ras homolog family member T1']	no abnormal phenotype detected	Mus musculus
Rhot1	['RHOT1', 'ras homolog family member T1']	abnormal tail movements	Mus musculus
Rhot1	['RHOT1', 'ras homolog family member T1']	limb grasping	Mus musculus
Rhot1	['RHOT1', 'ras homolog family member T1']	abnormal motor capabilities/coordination/movement	Mus musculus
Rhot1	['RHOT1', 'ras homolog family member T1']	premature death	Mus musculus
Rhot1	['RHOT1', 'ras homolog family member T1']	slow postnatal weight gain	Mus musculus
Rhot1	['RHOT1', 'ras homolog family member T1']	Spasticity	Mus musculus
Rhot1	['RHOT1', 'ras homolog family member T1']	Kyphosis	Mus musculus
Rhot1	['RHOT1', 'ras homolog family member T1']	preweaning lethality	Mus musculus
Cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	voltage-gated calcium channel activity phenotype	Mus musculus
Cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	calcium ion transport phenotype	Mus musculus
cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	muscle contraction phenotype	Danio rerio
cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	abnormal(ly) immobile whole organism	Danio rerio
cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	abnormal(ly) quality musculoskeletal movement	Danio rerio
cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	abnormal(ly) viability whole organism	Danio rerio
cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	abnormal(ly) arrested hatching	Danio rerio
cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	abnormal(ly) arrested thigmotaxis	Danio rerio
cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	abnormal(ly) lethal (sensu genetics) whole organism	Danio rerio
cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	voltage-gated calcium channel activity phenotype	Danio rerio
Cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	perinatal lethality, complete penetrance	Mus musculus
Cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	abnormal motor capabilities/coordination/movement	Mus musculus
Cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	impaired skeletal muscle contractility	Mus musculus
Cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	abnormal spine curvature	Mus musculus
Cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	decreased skeletal muscle mass	Mus musculus
Cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	Abnormal posturing	Mus musculus
Cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	Abnormality of muscle fibers	Mus musculus
Cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	Abnormality of limb bone morphology	Mus musculus
Cacnb1	['CACNB1', 'calcium channel, voltage-dependent, beta 1 subunit']	Abnormality of muscle physiology	Mus musculus
rpl19	['RPL19', 'ribosomal protein L19']	abnormal(ly) decreased thickness trunk	Danio rerio
rpl19	['RPL19', 'ribosomal protein L19']	abnormal(ly) distended fourth ventricle	Danio rerio
rpl19	['RPL19', 'ribosomal protein L19']	abnormal(ly) condensed midbrain hindbrain boundary	Danio rerio
rpl19	['RPL19', 'ribosomal protein L19']	abnormal(ly) atrophied trunk	Danio rerio
rpl19	['RPL19', 'ribosomal protein L19']	abnormal(ly) decreased size head	Danio rerio
rpl19	['RPL19', 'ribosomal protein L19']	abnormal(ly) decreased size eye	Danio rerio
rpl19	['RPL19', 'ribosomal protein L19']	abnormal(ly) viability whole organism	Danio rerio
rpl19	['RPL19', 'ribosomal protein L19']	abnormal(ly) necrotic central nervous system	Danio rerio
rpl19	['RPL19', 'ribosomal protein L19']	abnormal(ly) circular yolk	Danio rerio
rpl19	['RPL19', 'ribosomal protein L19']	abnormal(ly) hypoplastic gut	Danio rerio
rpl19	['RPL19', 'ribosomal protein L19']	abnormal(ly) decreased thickness extension	Danio rerio
rpl19	['RPL19', 'ribosomal protein L19']	abnormal(ly) grey yolk	Danio rerio
rpl19	['RPL19', 'ribosomal protein L19']	abnormal(ly) neoplastic peripheral nervous system nerve	Danio rerio
rpl19	['RPL19', 'ribosomal protein L19']	abnormal(ly) quality midbrain hindbrain boundary	Danio rerio
rpl19	['RPL19', 'ribosomal protein L19']	abnormal(ly) quality hindbrain	Danio rerio
rpl19	['RPL19', 'ribosomal protein L19']	abnormal(ly) quality gut	Danio rerio
rpl19	['RPL19', 'ribosomal protein L19']	abnormal(ly) necrotic brain	Danio rerio
Casc3	['CASC3', 'cancer susceptibility candidate 3']	preweaning lethality, complete penetrance	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	reduced male fertility	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	reduced female fertility	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	postnatal lethality, incomplete penetrance	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	shortened circadian period	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	decreased respiratory quotient	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	increased circulating free fatty acid level	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	decreased circulating glucose level	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	Hypotriglyceridemia	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	preweaning lethality, incomplete penetrance	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	abnormal circadian period	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	decreased litter size	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	advanced circadian phase	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	decreased liver triglyceride level	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	decreased liver cholesterol level	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	abnormal bile salt homeostasis	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	Hyperbetalipoproteinemia	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	Hyperalphalipoproteinemia	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	abnormal cerebellum external granule cell layer morphology	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	abnormal cerebellum development	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	abnormal cerebellar molecular layer	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	abnormal cerebellar granule cell morphology	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	abnormal Purkinje cell dendrite morphology	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	abnormal Purkinje cell differentiation	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	increased skeletal muscle fiber size	Mus musculus
