gene	disease
NCBIGene:3091	primary biliary cirrhosis
NCBIGene:3091	hemangioblastoma
NCBIGene:3091	esophagus squamous cell carcinoma
NCBIGene:3091	brain ischemia
NCBIGene:3091	Neoplasm Invasiveness
NCBIGene:3091	pancreatic cancer
NCBIGene:3091	Hypoxia-Ischemia, Brain
NCBIGene:3091	Thyroid Neoplasms
NCBIGene:3091	Skin Neoplasms
NCBIGene:3091	congestive heart failure
NCBIGene:3091	congenital heart disease
NCBIGene:3091	breast ductal carcinoma
NCBIGene:3091	Carcinoma
NCBIGene:3091	pulmonary hypertension
NCBIGene:3091	Carcinoma, Intraductal, Noninfiltrating
NCBIGene:3091	lung disease
NCBIGene:3091	Spinal Cord Injuries
NCBIGene:3091	Anaplasia
NCBIGene:3091	Myocardial Reperfusion Injury
NCBIGene:3091	Cardiomegaly
NCBIGene:3091	breast cancer
NCBIGene:3091	glioblastoma multiforme
NCBIGene:3091	astrocytoma
NCBIGene:3091	prostate cancer
NCBIGene:3091	Diabetes Complications
NCBIGene:1965	IgA glomerulonephritis
NCBIGene:1965	Cognition Disorders
NCBIGene:1965	Alzheimer's disease
NCBIGene:1965	status epilepticus
NCBIGene:1965	['osteosarcoma', 'Osteogenic Sarcoma']
NCBIGene:26037	Arthritis, Juvenile
NCBIGene:4293	melanoma
NCBIGene:9252	Cocaine-Related Disorders
NCBIGene:79882	autosomal recessive non-syndromic intellectual disability
NCBIGene:64919	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
NCBIGene:64919	lymphoma
NCBIGene:7528	intellectual disability
NCBIGene:7528	cancer
NCBIGene:7528	Uterine Cervical Neoplasms
NCBIGene:7528	Human immunodeficiency virus infectious disease
NCBIGene:51466	breast cancer
NCBIGene:51466	Colorectal Neoplasms
NCBIGene:2009	Subcortical band heterotopia
NCBIGene:7187	Herpes simplex encephalitis
NCBIGene:7187	Herpes Simplex Encephalitis, Susceptibility To, 3
NCBIGene:23186	IgA glomerulonephritis
NCBIGene:5527	chronic lymphocytic leukemia
NCBIGene:5527	Micronuclei, Chromosome-Defective
NCBIGene:5527	Chromosomal Instability
NCBIGene:1983	Schizophrenia
NCBIGene:3714	syndactyly
NCBIGene:3714	glioblastoma multiforme
NCBIGene:3714	breast cancer
NCBIGene:3714	['lymphangioleiomyomatosis', 'Lymphangioleiomyomatosis']
NCBIGene:3714	pancreatic ductal carcinoma
NCBIGene:3714	Craniofacial Abnormalities
NCBIGene:9112	endometriosis
NCBIGene:2558	visual epilepsy
NCBIGene:2558	autistic disorder
NCBIGene:2558	Isodicentric Chromosome 15 Syndrome
NCBIGene:2558	Memory Disorders
NCBIGene:2562	Epilepsy, Childhood Absence, Susceptibility To, 5
NCBIGene:2562	childhood absence epilepsy
NCBIGene:2562	Isodicentric Chromosome 15 Syndrome
NCBIGene:2562	Child Development Disorders, Pervasive
NCBIGene:2562	epilepsy syndrome
NCBIGene:2562	Brain Injuries
NCBIGene:2562	Sleep Initiation and Maintenance Disorders
NCBIGene:2562	autistic disorder
NCBIGene:2562	['Angelman syndrome', 'Angelman Syndrome']
NCBIGene:2562	Craniofacial Abnormalities
NCBIGene:2567	Brain Injuries
NCBIGene:2567	Isodicentric Chromosome 15 Syndrome
NCBIGene:70	Cardiomyopathy, Familial Hypertrophic, 11
NCBIGene:70	Hypertrophic Cardiomyopathy Overview
NCBIGene:70	Cardiomyopathy, Familial Hypertrophic, 1
NCBIGene:70	hypertrophic cardiomyopathy
NCBIGene:70	Cardiomyopathy, Hypertrophic, Familial
NCBIGene:70	Atrial Septal Defect 5
NCBIGene:70	atrial heart septal defect
NCBIGene:70	left ventricular noncompaction
NCBIGene:70	Cardiomyopathy, Dilated, 1R
NCBIGene:70	Familial isolated dilated cardiomyopathy
NCBIGene:70	Dilated Cardiomyopathy Overview
NCBIGene:70	Atrial septal defect, ostium secundum type
NCBIGene:70	Precancerous Conditions
NCBIGene:70	refractive error
NCBIGene:70	stomach cancer
NCBIGene:4212	15q14 microdeletion syndrome
NCBIGene:7057	Arthritis, Juvenile
NCBIGene:7057	diabetic retinopathy
NCBIGene:7057	Schizophrenia
NCBIGene:7057	Reperfusion Injury
NCBIGene:7057	liver cirrhosis
NCBIGene:7057	interstitial nephritis
NCBIGene:54567	Adams-Oliver Syndrome 6
NCBIGene:54567	AOS
NCBIGene:54567	breast cancer
NCBIGene:23005	peripheral nervous system disease
NCBIGene:23269	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
NCBIGene:23269	salivary gland adenoid cystic carcinoma
NCBIGene:23269	Lymphoma, T-Cell
NCBIGene:2923	prostate cancer
NCBIGene:2923	Acute Coronary Syndrome
NCBIGene:2923	['spinocerebellar ataxia type 17', 'Spinocerebellar Ataxia 17']
NCBIGene:2923	['hepatocellular carcinoma', 'Hepatocellular Carcinoma']
NCBIGene:7782	Respiratory Hypersensitivity
NCBIGene:7782	Alzheimer's disease
NCBIGene:80031	Substance-Related Disorders
NCBIGene:9318	endometriosis
NCBIGene:2553	IgA glomerulonephritis
NCBIGene:83660	peripheral nervous system disease
NCBIGene:8766	Chloracne
NCBIGene:9493	CDAN3
NCBIGene:9493	IgA glomerulonephritis
NCBIGene:7090	rheumatoid arthritis
NCBIGene:7090	breast cancer
NCBIGene:7090	Amyotrophic lateral sclerosis 1
NCBIGene:8554	Skin Diseases
NCBIGene:8554	Arsenic Poisoning
NCBIGene:5315	Neoplasm Invasiveness
NCBIGene:5315	Carcinoma
NCBIGene:5315	['hepatocellular carcinoma', 'Hepatocellular Carcinoma']
NCBIGene:5315	['osteoporosis', 'Osteoporosis']
NCBIGene:5315	Mammary Neoplasms, Animal
NCBIGene:5315	Mammary Neoplasms, Experimental
NCBIGene:27020	Myocardial Ischemia
NCBIGene:27020	hypertension
NCBIGene:5371	['acute promyelocytic leukemia', 'Acute Promyelocytic Leukemia']
NCBIGene:5371	Acute myeloid leukemia (AML)
NCBIGene:5371	Paget's disease of bone
NCBIGene:5371	['Stevens-Johnson syndrome', 'Severe Cutaneous Adverse Reaction, Susceptibility to']
NCBIGene:5371	Schizophrenia
NCBIGene:5371	glioblastoma multiforme
NCBIGene:5371	Neoplasms, Second Primary
NCBIGene:1445	systemic lupus erythematosus
NCBIGene:1445	Hyperalgesia
NCBIGene:84894	essential tremor
NCBIGene:10363	['type 2 diabetes mellitus', 'Diabetes Mellitus, Noninsulin-Dependent']
NCBIGene:3658	Neoplasm Invasiveness
NCBIGene:5923	refractive error
NCBIGene:5923	myopia
NCBIGene:9915	Webb-Dattani Syndrome
NCBIGene:4916	Differentiated thyroid carcinoma
NCBIGene:4916	fibrosarcoma
NCBIGene:4916	congenital mesoblastic nephroma
NCBIGene:4916	Neuroblastoma
NCBIGene:4916	Gaucher's disease
NCBIGene:4916	malignant glioma
NCBIGene:4916	status epilepticus
NCBIGene:4916	endometriosis
NCBIGene:5045	Mammary Neoplasms, Animal
NCBIGene:5045	Mammary Neoplasms, Experimental
NCBIGene:5045	Carcinoma
NCBIGene:8826	['hepatocellular carcinoma', 'Hepatocellular Carcinoma']
NCBIGene:8826	IgA glomerulonephritis
NCBIGene:7329	Mammary Neoplasms, Animal
NCBIGene:7329	Mammary Neoplasms, Experimental
NCBIGene:7329	Carcinoma
NCBIGene:23162	polycystic ovary syndrome
NCBIGene:5170	congestive heart failure
NCBIGene:5170	diffuse large B-cell lymphoma
NCBIGene:79903	tuberculosis
NCBIGene:7874	urinary bladder cancer
NCBIGene:57496	Child Development Disorders, Pervasive
NCBIGene:5579	Cardiomegaly
NCBIGene:5579	autistic disorder
NCBIGene:5579	Colorectal Neoplasms
NCBIGene:5579	['type 2 diabetes mellitus', 'Diabetes Mellitus, Noninsulin-Dependent']
NCBIGene:5579	adult T-cell leukemia
NCBIGene:5579	stomach cancer
NCBIGene:5579	hyperglycemia
NCBIGene:5347	malignant glioma
NCBIGene:23214	Substance-Related Disorders
NCBIGene:246778	type 1 diabetes mellitus
NCBIGene:25970	DEL16P11.2
NCBIGene:25970	Severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency
NCBIGene:25970	BMIQ16
NCBIGene:25970	['obesity', 'Obesity']
NCBIGene:4150	Human immunodeficiency virus infectious disease
NCBIGene:54620	psoriasis
NCBIGene:54620	psoriatic arthritis
NCBIGene:81533	IgA glomerulonephritis
NCBIGene:5934	chronic lymphocytic leukemia
NCBIGene:27324	male breast cancer
NCBIGene:27324	breast cancer
NCBIGene:6376	hypersensitivity reaction type I disease
NCBIGene:6376	pneumonia
NCBIGene:6376	Diabetes Mellitus, Experimental
NCBIGene:6376	prostate cancer
NCBIGene:6376	Myocardial Ischemia
NCBIGene:1459	Skin Neoplasms
NCBIGene:1459	tongue squamous cell carcinoma
NCBIGene:865	['acute myeloid leukemia', 'Leukemia, Acute Myeloid']
NCBIGene:865	Acute myeloid leukemia (AML)
NCBIGene:865	Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)
NCBIGene:865	Leukemia, Myelomonocytic, Acute
NCBIGene:865	Bone Diseases, Developmental
NCBIGene:865	congenital heart disease
NCBIGene:865	cleft palate
NCBIGene:865	IgA glomerulonephritis
NCBIGene:57610	stomach cancer
NCBIGene:9564	Neoplasm Invasiveness
NCBIGene:9564	pancreatic cancer
NCBIGene:6137	stomach cancer
NCBIGene:29	['medulloblastoma', 'Medulloblastoma']
NCBIGene:29	prostate cancer
NCBIGene:4335	DEL17P13.1
NCBIGene:4335	cleft palate
NCBIGene:4335	Craniofacial Abnormalities
NCBIGene:51479	urinary bladder cancer
NCBIGene:1742	Child Development Disorders, Pervasive
NCBIGene:1742	Williams-Beuren syndrome
NCBIGene:1742	polycystic ovary syndrome
NCBIGene:1973	Human immunodeficiency virus infectious disease
NCBIGene:23135	intellectual disability
NCBIGene:23135	salivary gland adenoid cystic carcinoma
NCBIGene:4628	focal segmental glomerulosclerosis
NCBIGene:81565	Arthritis, Juvenile
NCBIGene:9611	transitional cell carcinoma
NCBIGene:9611	glioblastoma multiforme
NCBIGene:9611	endometriosis
NCBIGene:9611	breast cancer
NCBIGene:9611	urinary bladder cancer
NCBIGene:6720	Fatty Liver
NCBIGene:6720	chronic kidney failure
NCBIGene:6720	['obesity', 'Obesity']
NCBIGene:6720	Diabetes Mellitus, Experimental
NCBIGene:6720	['hepatocellular carcinoma', 'Hepatocellular Carcinoma']
NCBIGene:6720	Non-alcoholic Fatty Liver Disease
NCBIGene:3996	breast cancer
NCBIGene:11216	Cardiac Conduction Defect
NCBIGene:57551	Hearing Loss, Noise-Induced
NCBIGene:28964	Memory Disorders
NCBIGene:28964	Hyperkinesis
NCBIGene:28964	attention deficit hyperactivity disorder
NCBIGene:51379	IgA glomerulonephritis
NCBIGene:79915	ovarian carcinoma
NCBIGene:23512	endometrial stromal sarcoma
NCBIGene:23512	malignant glioma
NCBIGene:23512	adenoma
NCBIGene:23512	Nerve Sheath Neoplasms
NCBIGene:23512	neurilemmoma
NCBIGene:23512	melanoma
NCBIGene:23512	neurofibroma
NCBIGene:23512	Nevus, Pigmented
NCBIGene:23512	glioblastoma multiforme
NCBIGene:23512	Endometrial Neoplasms
NCBIGene:40	autistic disorder
NCBIGene:5469	Drug-Induced Liver Injury
NCBIGene:5469	endometriosis
NCBIGene:5469	['hepatocellular carcinoma', 'Hepatocellular Carcinoma']
NCBIGene:5914	['acute promyelocytic leukemia', 'Acute Promyelocytic Leukemia']
NCBIGene:5914	Acute myeloid leukemia (AML)
NCBIGene:5914	benign breast phyllodes tumor
NCBIGene:5914	Neoplasms, Second Primary
NCBIGene:5914	Sciatic Neuropathy
NCBIGene:5914	breast cancer
NCBIGene:5914	['hepatocellular carcinoma', 'Hepatocellular Carcinoma']
NCBIGene:5914	breast fibroadenoma
NCBIGene:22806	rheumatoid arthritis
NCBIGene:22806	Precursor Cell Lymphoblastic Leukemia-Lymphoma
NCBIGene:5709	Human immunodeficiency virus infectious disease
NCBIGene:6605	['familial meningioma', 'Meningioma, Familial, Susceptibility to']
NCBIGene:6605	['Coffin-Siris syndrome', 'Coffin-Siris Syndrome']
NCBIGene:6605	Coffin-Siris Syndrome
NCBIGene:6605	salivary gland adenoid cystic carcinoma
NCBIGene:47	['obesity', 'Obesity']
NCBIGene:47	['hepatocellular carcinoma', 'Hepatocellular Carcinoma']
NCBIGene:7266	Human immunodeficiency virus infectious disease
NCBIGene:6776	breast ductal carcinoma
NCBIGene:6776	invasive lobular carcinoma
NCBIGene:6776	Mammary Neoplasms, Experimental
NCBIGene:6776	Mammary Neoplasms, Animal
NCBIGene:6776	breast cancer
NCBIGene:6776	Carcinoma, Intraductal, Noninfiltrating
NCBIGene:6776	Carcinoma
NCBIGene:6776	adenocarcinoma
NCBIGene:6776	lung benign neoplasm
NCBIGene:6776	Myocardial Ischemia
NCBIGene:6776	Precancerous Conditions
NCBIGene:8678	Colonic Neoplasms
NCBIGene:8678	myocardial infarction
NCBIGene:8678	status epilepticus
NCBIGene:8678	Lewy Body Disease
NCBIGene:10197	Human immunodeficiency virus infectious disease
NCBIGene:10197	IgA glomerulonephritis
NCBIGene:10014	Adjustment Disorders
NCBIGene:3837	Human immunodeficiency virus infectious disease
NCBIGene:10951	prostate cancer
NCBIGene:6426	Human immunodeficiency virus infectious disease
NCBIGene:6426	Schizophrenia
NCBIGene:6426	Neoplasm Metastasis
NCBIGene:1213	['Translocation renal cell carcinoma', 'Renal Cell Carcinoma, Xp11-Associated']
NCBIGene:1213	inflammatory myofibroblastic tumor
NCBIGene:1213	diffuse large B-cell lymphoma
NCBIGene:81671	IgA glomerulonephritis
NCBIGene:22843	Colorectal Neoplasms
NCBIGene:6198	Hypertrophy, Left Ventricular
NCBIGene:6198	diffuse large B-cell lymphoma
NCBIGene:6198	hypertension
NCBIGene:6198	Ceroid lipofuscinosis, neuronal 1, infantile
NCBIGene:9902	Mammary Neoplasms, Experimental
NCBIGene:9902	Mammary Neoplasms, Animal
NCBIGene:9902	Carcinoma
NCBIGene:6909	DEL17Q23.1Q23.2
NCBIGene:5705	['Stevens-Johnson syndrome', 'Severe Cutaneous Adverse Reaction, Susceptibility to']
NCBIGene:5705	Human immunodeficiency virus infectious disease
NCBIGene:2081	epilepsy syndrome
NCBIGene:4215	esophageal cancer
NCBIGene:5718	contact dermatitis
NCBIGene:2186	urinary bladder cancer
NCBIGene:1655	Prostate cancer
NCBIGene:1655	endometriosis
NCBIGene:5578	Intestinal Neoplasms
NCBIGene:5578	nephrogenic diabetes insipidus
NCBIGene:5578	Diabetes Mellitus, Experimental
NCBIGene:5578	Cardiomegaly
NCBIGene:57521	['nicotine dependence', 'Tobacco Addiction, Susceptibility to']
NCBIGene:5034	Cole-Carpenter Syndrome 1
NCBIGene:5034	Cole-Carpenter syndrome
NCBIGene:5034	['osteoporosis', 'Osteoporosis']
NCBIGene:5034	prostate cancer
NCBIGene:5034	['spinocerebellar ataxia type 17', 'Spinocerebellar Ataxia 17']
NCBIGene:5034	Myocardial Ischemia
NCBIGene:81035	Substance-Related Disorders
NCBIGene:7298	prostate cancer
NCBIGene:7298	anemia
NCBIGene:7298	tongue squamous cell carcinoma
NCBIGene:7298	non-Hodgkin lymphoma
NCBIGene:7298	head and neck cancer
NCBIGene:7298	cleft lip
NCBIGene:7298	FL1
NCBIGene:7298	nervous system disease
NCBIGene:7298	Colonic Neoplasms
NCBIGene:7298	Neoplasm Recurrence, Local
NCBIGene:7298	brain disease
NCBIGene:7298	breast cancer
NCBIGene:7298	stomach cancer
NCBIGene:7298	ovarian cancer
NCBIGene:7298	Digestive System Neoplasms
NCBIGene:7298	['hepatocellular carcinoma', 'Hepatocellular Carcinoma']
NCBIGene:7298	tongue cancer
NCBIGene:7298	cleft palate
NCBIGene:7298	lung benign neoplasm
NCBIGene:7298	Colorectal Neoplasms
NCBIGene:7298	pancreatic cancer
NCBIGene:7298	Rectal Neoplasms
NCBIGene:7298	neuroendocrine tumor
NCBIGene:7298	IgA glomerulonephritis
NCBIGene:9989	peripheral nervous system disease
NCBIGene:5771	Juvenile rheumatoid factor-negative polyarthritis
NCBIGene:5771	Oligoarticular juvenile arthritis
NCBIGene:5771	Crohn Disease
NCBIGene:5771	T-cell leukemia
NCBIGene:5771	rheumatoid arthritis
NCBIGene:5771	ulcerative colitis
NCBIGene:5771	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
NCBIGene:6093	Prenatal Injuries
NCBIGene:6760	['synovial sarcoma', 'Sarcoma, Synovial']
NCBIGene:6760	Synovial sarcoma
NCBIGene:80206	Substance-Related Disorders
NCBIGene:4092	Colorectal Cancer, Susceptibility To, 3
NCBIGene:4092	Colorectal Neoplasms
NCBIGene:4087	Colorectal cancer
NCBIGene:4087	['Acromicric dysplasia', 'Acromicric Dysplasia']
NCBIGene:4087	Copper-Overload Cirrhosis
NCBIGene:4087	Liver Cirrhosis, Experimental
NCBIGene:4087	hepatitis
NCBIGene:4087	Craniofacial Abnormalities
NCBIGene:8932	prostate cancer
NCBIGene:51320	Arthritis, Juvenile
NCBIGene:51320	HYT8
NCBIGene:6925	['Pitt-Hopkins syndrome', 'Pitt-Hopkins Syndrome']
NCBIGene:6925	Pitt-Hopkins Syndrome
NCBIGene:6925	Fuchs' endothelial dystrophy
NCBIGene:6925	FECD3
NCBIGene:6925	autosomal dominant non-syndromic intellectual disability
NCBIGene:6925	PSC
NCBIGene:6925	heart disease
NCBIGene:6925	visual epilepsy
NCBIGene:6925	Craniofacial Abnormalities
NCBIGene:6925	peripheral nervous system disease
NCBIGene:6925	liver cancer
NCBIGene:6925	microcephaly
NCBIGene:23327	endometriosis
NCBIGene:23327	hypertension
NCBIGene:23239	Cell Transformation, Neoplastic
NCBIGene:54531	Salivary Gland Neoplasms
NCBIGene:54531	salivary gland adenoid cystic carcinoma
NCBIGene:5725	Carcinoma
NCBIGene:5725	Mammary Neoplasms, Experimental
NCBIGene:5725	Mammary Neoplasms, Animal
NCBIGene:53615	autistic disorder
NCBIGene:10297	Colorectal cancer
NCBIGene:10297	Sotos syndrome
NCBIGene:10297	breast cancer
NCBIGene:10297	inflammatory bowel disease
NCBIGene:10297	Colorectal Neoplasms
NCBIGene:84823	['Partial acquired lipodystrophy', 'Lipodystrophy, Partial, Acquired, Susceptibility to']
NCBIGene:84823	Epilepsy, Progressive Myoclonic, 9
NCBIGene:91039	['idiopathic pulmonary fibrosis', 'Pulmonary Fibrosis, Idiopathic']
NCBIGene:23030	['medulloblastoma', 'Medulloblastoma']
NCBIGene:10036	mouth disease
NCBIGene:4298	Acute lymphoblastic leukemia (ALL) (precursor T lymphoblastic leukemia)
NCBIGene:7409	['medulloblastoma', 'Medulloblastoma']
NCBIGene:7409	adult T-cell leukemia
NCBIGene:8570	SCLC1
NCBIGene:1994	endometriosis
NCBIGene:5609	Mammary Neoplasms, Experimental
NCBIGene:5609	congestive heart failure
NCBIGene:5609	Precancerous Conditions
NCBIGene:5609	breast cancer
NCBIGene:5609	lung benign neoplasm
NCBIGene:10498	psoriasis
NCBIGene:30000	polycystic ovary syndrome
NCBIGene:23476	['osteosarcoma', 'Osteogenic Sarcoma']
NCBIGene:23476	['medulloblastoma', 'Medulloblastoma']
NCBIGene:23476	prostate cancer
NCBIGene:23476	glioblastoma multiforme
NCBIGene:4218	rheumatoid arthritis
NCBIGene:4650	Celiac Disease, Susceptibility To, 4
NCBIGene:23025	Amyotrophic lateral sclerosis
NCBIGene:23025	Frontotemporal dementia
NCBIGene:23025	Amyotrophic Lateral Sclerosis
NCBIGene:23373	['esophagus adenocarcinoma', 'Barrett Esophagus']
NCBIGene:9745	renal cell carcinoma
NCBIGene:3249	prostate cancer
NCBIGene:3249	lipid storage disease
NCBIGene:3191	breast cancer
NCBIGene:3191	stomach cancer
NCBIGene:2091	breast cancer
NCBIGene:53916	prostate cancer
NCBIGene:2931	Depressive Disorder
NCBIGene:2931	bipolar disorder
NCBIGene:2931	Schizophrenia
NCBIGene:23152	intellectual disability
NCBIGene:23152	Spinocerebellar Ataxias
NCBIGene:5452	peripheral nervous system disease
NCBIGene:1209	pancreatic cancer
NCBIGene:8189	stomach cancer
NCBIGene:29998	['Susceptibility to viral and mycobacterial infections', 'Immunodeficiency 31B']
NCBIGene:2906	Schizophrenia
NCBIGene:57030	visual epilepsy
NCBIGene:57030	Memory Disorders
NCBIGene:57030	learning disability
NCBIGene:50944	renal cell carcinoma
NCBIGene:50944	Anxiety
NCBIGene:50944	developmental coordination disorder
NCBIGene:50944	autistic disorder
NCBIGene:1457	Skin Neoplasms
NCBIGene:1457	adult T-cell leukemia
NCBIGene:1457	tongue squamous cell carcinoma
NCBIGene:5786	Myocardial Ischemia
NCBIGene:6616	congenital myasthenic syndrome
NCBIGene:6616	Myasthenic Syndrome, Congenital, 18
NCBIGene:6616	Presynaptic congenital myasthenic syndromes
NCBIGene:6616	Depressive Disorder
NCBIGene:6616	bipolar disorder
NCBIGene:6616	Tics
NCBIGene:6616	Neuromuscular Manifestations
NCBIGene:6616	['type 2 diabetes mellitus', 'Diabetes Mellitus, Noninsulin-Dependent']
NCBIGene:6616	Psychotic Disorders
NCBIGene:6616	Diabetes Mellitus, Experimental
NCBIGene:23767	Hypogonadotropic Hypogonadism 21 With or Without Anosmia
NCBIGene:23767	Kallmann syndrome
NCBIGene:23767	Abortion, Spontaneous
NCBIGene:5126	['type 2 diabetes mellitus', 'Diabetes Mellitus, Noninsulin-Dependent']
NCBIGene:5126	Diabetes Mellitus, Experimental
NCBIGene:57419	salivary gland adenoid cystic carcinoma
NCBIGene:57419	Salivary Gland Neoplasms
NCBIGene:22974	IgA glomerulonephritis
NCBIGene:22919	Myocardial Ischemia
NCBIGene:1869	['hepatocellular carcinoma', 'Hepatocellular Carcinoma']
NCBIGene:1869	breast cancer
NCBIGene:23054	endometriosis
NCBIGene:84181	transitional cell carcinoma
NCBIGene:84181	neuroblastoma
NCBIGene:84181	urinary bladder cancer
NCBIGene:7150	cancer
NCBIGene:57468	visual epilepsy
NCBIGene:57468	status epilepticus
NCBIGene:57468	epilepsy syndrome
NCBIGene:57468	temporal lobe epilepsy
NCBIGene:57468	Hyperalgesia
NCBIGene:8202	tongue squamous cell carcinoma
NCBIGene:8202	prostate cancer
NCBIGene:8202	adenocarcinoma
NCBIGene:8202	astrocytoma
NCBIGene:8202	breast cancer
NCBIGene:8202	bone cancer
NCBIGene:8202	leukemia
NCBIGene:8202	non-small cell lung carcinoma
NCBIGene:9334	Arthritis, Juvenile
NCBIGene:4773	nervous system disease
NCBIGene:7022	stomach cancer
NCBIGene:655	prostate cancer
NCBIGene:655	endometriosis
NCBIGene:655	stomach cancer
NCBIGene:10732	peripheral nervous system disease
NCBIGene:1917	Epileptic Encephalopathy, Early Infantile, 33
NCBIGene:1917	Mental Retardation, Autosomal Dominant 38
NCBIGene:1917	stomach cancer
NCBIGene:8204	congestive heart failure
NCBIGene:8204	Schizophrenia
NCBIGene:8204	breast cancer
NCBIGene:8204	myocardial infarction
NCBIGene:10694	DCR
NCBIGene:10694	Muscle Weakness
NCBIGene:2551	Muscle Weakness
NCBIGene:2551	DCR
NCBIGene:7074	Muscle Weakness
NCBIGene:7074	Amyotrophic lateral sclerosis 1
NCBIGene:7074	DCR
NCBIGene:30811	Muscle Weakness
NCBIGene:30811	DCR
NCBIGene:57466	DCR
NCBIGene:57466	Muscle Weakness
NCBIGene:6651	Muscle Weakness
NCBIGene:6651	DCR
NCBIGene:6651	salivary gland adenoid cystic carcinoma
NCBIGene:6651	Salivary Gland Neoplasms
NCBIGene:94104	Muscle Weakness
NCBIGene:94104	DCR
NCBIGene:6453	DCR
NCBIGene:6453	Muscle Weakness
NCBIGene:23515	DCR
NCBIGene:23515	Muscle Weakness
NCBIGene:2114	allergic contact dermatitis
NCBIGene:2114	DCR
NCBIGene:2114	Craniofacial Abnormalities
NCBIGene:2114	breast cancer
NCBIGene:2114	Muscle Weakness
NCBIGene:54014	Muscle Weakness
NCBIGene:54014	DCR
NCBIGene:54014	oligospermia
NCBIGene:2078	extraosseous Ewing's sarcoma
NCBIGene:2078	Peripheral primitive neuroectodermal tumor
NCBIGene:2078	['Ewing sarcoma', 'Ewing Sarcoma']
NCBIGene:2078	Prostate cancer
NCBIGene:2078	Ewing's sarcoma
NCBIGene:2078	leukemia
NCBIGene:2078	Muscle Weakness
NCBIGene:2078	prostate cancer
NCBIGene:2078	DCR
NCBIGene:2078	['acute myeloid leukemia', 'Leukemia, Acute Myeloid']
NCBIGene:25825	Muscle Weakness
NCBIGene:25825	DCR
NCBIGene:1826	tuberculosis
NCBIGene:1826	DCR
NCBIGene:1826	Substance-Related Disorders
NCBIGene:1826	Muscle Weakness
NCBIGene:150094	West syndrome
NCBIGene:150094	Ohtahara syndrome
NCBIGene:150094	early myoclonic encephalopathy
NCBIGene:150094	Epileptic Encephalopathy, Early Infantile, 30
NCBIGene:150094	Arthritis, Juvenile
NCBIGene:150094	dilated cardiomyopathy
NCBIGene:7307	['myelodysplastic syndrome', 'Myelodysplastic Syndrome']
NCBIGene:7307	Human immunodeficiency virus infectious disease
NCBIGene:7307	['osteoporosis', 'Osteoporosis']
NCBIGene:7109	Arsenic Poisoning
NCBIGene:7109	Skin Diseases
NCBIGene:56894	neurodegenerative disease
NCBIGene:8566	status epilepticus
NCBIGene:7290	22q11 Deletion Syndrome
NCBIGene:7353	22q11 Deletion Syndrome
NCBIGene:7353	congenital heart disease
NCBIGene:7353	Craniofacial Abnormalities
NCBIGene:54487	['velocardiofacial syndrome', 'Velocardiofacial Syndrome']
NCBIGene:54487	disease of mental health
NCBIGene:5594	DEL22Q11.2
NCBIGene:5594	ovarian cancer
NCBIGene:5594	lung benign neoplasm
NCBIGene:5594	Arthritis, Juvenile
NCBIGene:5594	Cocaine-Related Disorders
NCBIGene:5594	Hyperalgesia
NCBIGene:5594	stomach cancer
NCBIGene:5594	tongue squamous cell carcinoma
NCBIGene:5594	brain ischemia
NCBIGene:5594	Neoplasm Metastasis
NCBIGene:5594	head and neck cancer
NCBIGene:5594	Ceroid Lipofuscinosis, Neuronal, 6
NCBIGene:5594	IgA glomerulonephritis
NCBIGene:5594	Infertility, Female
NCBIGene:5594	Neoplasm Invasiveness
NCBIGene:5594	Pneumonia, Pneumococcal
NCBIGene:5594	kidney cancer
NCBIGene:5594	Substance Withdrawal Syndrome
NCBIGene:613	ALL1
NCBIGene:613	['chronic myeloid leukemia', 'Leukemia, Chronic Myeloid']
NCBIGene:613	Acute lymphoblastic leukemia (ALL) (precursor B lymphoblastic leukemia)
NCBIGene:613	Chronic myeloid leukemia (CML)
NCBIGene:613	Precursor T-cell acute lymphoblastic leukemia
NCBIGene:613	DEL22Q11.2
NCBIGene:613	['Precursor B-cell acute lymphoblastic leukemia', 'Leukemia, Acute Lymphoblastic, Susceptibility To, 3']
NCBIGene:613	bone marrow cancer
NCBIGene:613	Blast Crisis
NCBIGene:613	Neoplasms, Experimental
NCBIGene:23384	OGS2
NCBIGene:23384	['Tessier number 4 facial cleft', 'Facial Clefting, Oblique, 1']
NCBIGene:23384	Opitz-GBBB syndrome
NCBIGene:23384	['Hypertelorism, Teebi type', 'Hypertelorism, Teebi Type']
NCBIGene:23384	Commissural facial cleft
NCBIGene:84133	adrenocortical carcinoma
NCBIGene:84133	pancreatic cancer
NCBIGene:2130	['Ewing sarcoma', 'Ewing Sarcoma']
NCBIGene:2130	['extraskeletal myxoid chondrosarcoma', 'Chondrosarcoma, Extraskeletal Myxoid']
NCBIGene:2130	Desmoplastic small round cell tumor
NCBIGene:2130	extraosseous Ewing's sarcoma
NCBIGene:2130	Melanoma of soft parts
NCBIGene:2130	Ewing's sarcoma
NCBIGene:2130	Clear cell sarcoma of soft tissue
