disease	disease label	simple score	scaled score
OMIM:608099	Limb-girdle muscular dystrophy, type 2D	0.87909	0.6434843333
OMIM:616221	Amelogenesis Imperfecta, Type 1H	0.8926	0.6434585
OMIM:221300	Deafness, Conductive, With Malformed External Ear	0.85046	0.6431416667
OMIM:274205	Thumb, Hypoplastic, With Choroid Coloboma, Poorly Developed Antihelix, and Deafness	0.83424	0.643069
OMIM:603472	Neuronal Intranuclear Inclusion Disease	0.85946	0.6430665
OMIM:615382	Nephronophthisis 16	0.8533	0.6429283333
OMIM:601154	Cardiomyopathy, Dilated, 1E	0.91048	0.642821
OMIM:202110	Adrenal Hyperplasia, Congenital, Due to 17-Alpha-Hydroxylase Deficiency	0.84924	0.6427888333
OMIM:604571	Bare lymphocyte syndrome type 1	0.84179	0.6427786667
OMIM:277300	Spondylocostal dysostosis 1	0.8837	0.642747
OMIM:116860	Cerebral Cavernous Malformations	0.8369	0.6426955
OMIM:600331	Parc Syndrome	0.88009	0.6426931667
Orphanet:1345	Cardiomyopathy - cataract - hip spine disease	0.85359	0.6425865
OMIM:611603	Lissencephaly 3	0.887	0.6422315
OMIM:191000	Trochlea of the Humerus, Aplasia of	0.89728	0.6421133333
OMIM:300835	Anemia, X-Linked, With or Without Neutropenia And/Or Platelet Abnormalities	0.8523	0.6420551667
OMIM:615731	Nemaline Myopathy 9	0.86217	0.6420091667
OMIM:613703	Microphthalmia, Isolated, With Coloboma 6	0.84274	0.641884
OMIM:609597	Parietal Foramina 2	0.87736	0.6417313333
OMIM:609016	Long-Chain 3-Hydroxyacyl-Coa Dehydrogenase Deficiency	0.86612	0.6417175
Orphanet:85172	Microcephalic osteodysplastic dysplasia, Saul-Wilson type	0.86937	0.6417056667
OMIM:607317	SCAR4	0.87729	0.6416553333
OMIM:602099	Amyotrophic Lateral Sclerosis 5, Juvenile	0.90232	0.6416176667
Orphanet:93284	Spondyloepiphyseal dysplasia tarda	0.89393	0.641613
OMIM:612922	Atypical hemolytic-uremic syndrome 2	0.8453	0.6413726667
OMIM:612923	Atypical hemolytic-uremic syndrome 3	0.8453	0.6413726667
OMIM:612924	Atypical hemolytic-uremic syndrome 4	0.8453	0.6413726667
OMIM:612925	Atypical hemolytic-uremic syndrome 5	0.8453	0.6413726667
OMIM:612926	Atypical hemolytic-uremic syndrome 6	0.8453	0.6413726667
OMIM:106300	Spondyloarthropathy, Susceptibility To, 1	0.83412	0.6413273333
OMIM:607088	Distal spinal muscular atrophy type 3	0.88813	0.6412558333
OMIM:609306	Spinocerebellar ataxia 26	0.8864	0.6412358333
OMIM:132900	Aortic aneurysm, familial thoracic 4	0.88436	0.641117
OMIM:137200	Gamstorp-Wohlfart syndrome	0.88188	0.6408638333
OMIM:138790	Goiter, Multinodular, Cystic Renal Disease, and Digital Anomalies	0.90675	0.6408481667
OMIM:610250	Spastic Paraplegia 31, Autosomal Dominant	0.8833	0.6402928333
OMIM:601360	Amelia, Autosomal Recessive	0.86013	0.6402275
OMIM:615473	Epileptic Encephalopathy, Early Infantile, 17	0.91695	0.640209
OMIM:122750	Coxa Vara	0.86041	0.6401281667
OMIM:174810	Familial Expansile Osteolysis	0.84422	0.6401278333
OMIM:616393	Mental Retardation, Autosomal Dominant 38	0.86338	0.6401076667
OMIM:182950	Spinal Arachnoiditis	0.85055	0.6399671667
OMIM:608634	Neuronopathy, Distal Hereditary Motor, Type 2B	0.89267	0.6396911667
OMIM:265900	Pyle disease	0.89437	0.6393655
OMIM:203290	Albinism, Oculocutaneous, Type 3	0.84795	0.639339
OMIM:614104	Mental Retardation, Autosomal Dominant 7	0.87512	0.6392853333
OMIM:167800	Pancreatitis, Hereditary	0.85481	0.6392086667
OMIM:237400	Hyper-beta-alaninemia	0.85914	0.6392085
Orphanet:1581	Non-distal monosomy 10q	0.86289	0.6391336667
OMIM:609924	Aminoacylase 1 deficiency	0.86392	0.6389386667
OMIM:614231	Primary microcephaly-epilepsy-permanent neonatal diabetes syndrome	0.8538	0.6389055
OMIM:615482	Primary ciliary dyskinesia 25	0.83453	0.6388875
OMIM:615006	Epileptic Encephalopathy, Early Infantile, 15	0.9161	0.6388088333
OMIM:613194	Retinitis Pigmentosa 50	0.87174	0.6387483333
OMIM:262600	Pituitary hormone deficiency, combined 2	0.85197	0.6386123333
OMIM:600628	Loose Anagen Hair Syndrome	0.88474	0.6385678333
Orphanet:1819	Epimetaphyseal skeletal dysplasia	0.86477	0.6384445
OMIM:268080	Retinoschisis of Fovea	0.87189	0.6383343333
Orphanet:3331	Bowed tibiae  - radial anomalies - osteopenia - fractures	0.89728	0.6383105
OMIM:615751	Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency	0.88722	0.6381801667
OMIM:218030	Apparent Mineralocorticoid Excess	0.84348	0.6380285
OMIM:252700	Mucopolysaccharidoses, Unclassified Types	0.85854	0.6379268333
OMIM:182920	spheroid body myopathy	0.87225	0.6378361667
OMIM:189800	PEE1	0.85804	0.6374835
OMIM:260005	5-Oxoprolinase deficiency	0.89092	0.637342
OMIM:600361	Charcot-Marie-Tooth disease type 5	0.89514	0.6372416667
OMIM:610678	Combined Oxidative Phosphorylation Deficiency 4	0.83258	0.6370801667
OMIM:602629	Dystonia 6, torsion	0.89588	0.6369211667
OMIM:246900	Dihydrolipoamide Dehydrogenase Deficiency	0.84253	0.6368808333
OMIM:612736	guanidinoacetate methyltransferase deficiency	0.91356	0.636802
OMIM:608029	SCAR6	0.89019	0.636755
OMIM:259690	Kaler-Garrity-Stern syndrome	0.85061	0.6367136667
Orphanet:2216	Maternal hyperthermia induced birth defects	0.82932	0.636545
OMIM:218900	Crome Syndrome	0.8395	0.636437
OMIM:142945	Holoprosencephaly 3	0.83595	0.6364298333
OMIM:615619	Cholangiocarcinoma, Susceptibility to	0.85722	0.6364106667
OMIM:117300	Cerebral Amyloid Angiopathy, Itm2B-Related, 2	0.85531	0.6364016667
OMIM:209300	Atransferrinemia	0.85969	0.6363278333
OMIM:243180	Neuronal intestinal pseudoobstruction	0.91717	0.6360645
OMIM:616154	Severe intellectual disability-epilepsy-cataract syndrome due to fatty acyl-CoA reductase 1 deficiency	0.84244	0.6360591667
Orphanet:945	Acalvaria	0.85506	0.6358161667
OMIM:604928	Wolfram Syndrome 2	0.82615	0.6357421667
OMIM:253600	Limb-girdle muscular dystrophy, type 2A	0.8222	0.6354015
OMIM:308350	Epileptic Encephalopathy, Early Infantile, 1	0.88382	0.6353613333
OMIM:616326	Myasthenic syndrome, congenital, 11, associated with acetylcholine receptor deficiency	0.83274	0.6352203333
OMIM:601170	Muscular Dystrophy, Congenital, With Severe Central Nervous System Atrophy and Absence of Large Myelinated Fibers	0.87661	0.6351803333
OMIM:131950	Epidermolysis Bullosa Simplex, Ogna Type	0.888	0.6349588333
Orphanet:95716	Familial thyroid dyshormonogenesis	0.84518	0.6348941667
OMIM:304100	X-linked complicated corpus callosum dysgenesis	0.90222	0.6347918333
OMIM:614972	Cholestasis, Intrahepatic, of Pregnancy 3	0.85067	0.6347746667
OMIM:616390	Trichothiodystrophy 2, Photosensitive	0.87434	0.6346685
Orphanet:2427	Macrocephaly - short stature - paraplegia	0.86451	0.6346546667
OMIM:611307	Muscular Dystrophy, Limb-Girdle, Type 2L	0.87152	0.6345161667
OMIM:256120	Nephropathy-deafness-hyperparathyroidism syndrome	0.83163	0.6342653333
OMIM:614820	Alternating Hemiplegia of Childhood 2	0.89167	0.63421
OMIM:609579	Scaphocephaly, Maxillary Retrusion, and Mental Retardation	0.88361	0.6341518333
OMIM:614651	Deafness - encephaloneuropathy - obesity - valvulopathy	0.82421	0.6339733333
OMIM:609054	Fanconi Anemia, Complementation Group J	0.82835	0.6338333333
OMIM:615559	Autoimmune Lymphoproliferative Syndrome, Type 3	0.85617	0.6337861667
OMIM:247800	Lymphopenic Hypergammaglobulinemia, Antibody Deficiency, Autoimmune Hemolytic Anemia, and Glomerulonephritis	0.84021	0.6337768333
OMIM:306980	Hirschsprung Disease With Type D Brachydactyly	0.897	0.6336331667
OMIM:222690	Hyperdibasic aminoaciduria type 1	0.87479	0.633629
OMIM:314400	Cardiac Valvular Dysplasia, X-Linked	0.92205	0.6332488333
OMIM:611726	Epilepsy, progressive myoclonic 3	0.87883	0.6332463333
OMIM:304790	Immunodysregulation, Polyendocrinopathy, and Enteropathy, X-Linked	0.84215	0.6331355
OMIM:178550	Pulmonary Hemosiderosis	0.84236	0.633107
OMIM:616457	Congenital Disorder of Glycosylation, Type Iz	0.82259	0.6331001667
OMIM:153600	WM1	0.83283	0.632606
OMIM:611252	Autosomal recessive spastic paraplegia type 32	0.88724	0.6323833333
OMIM:120970	Cone-rod dystrophy 2	0.86993	0.6322871667
OMIM:225310	Ehlers-Danlos Syndrome With Platelet Dysfunction From Fibronectin Abnormality	0.85303	0.632214
OMIM:600987	Cardiac Malformation, Cleft Lip/Palate, Microcephaly, and Digital Anomalies	0.88281	0.6321305
OMIM:606528	Homozygous 11P15-P14 Deletion Syndrome	0.84024	0.6320793333
OMIM:613862	Retinitis Pigmentosa 38	0.85594	0.6320505
OMIM:613135	Parkinsonism-Dystonia, Infantile	0.90387	0.6319928333
OMIM:234030	Hair defect - photosensitivity - intellectual disability	0.86174	0.6318376667
OMIM:601374	Aprosencephaly cerebellar dysgenesis	0.89591	0.6316461667
Orphanet:3433	Microcephaly - brachydactyly - kyphoscoliosis	0.85044	0.6316163333
OMIM:612692	Agammaglobulinemia 6, Autosomal Recessive	0.79264	0.6312001667
OMIM:615577	Immunodeficiency, Common Variable, 10	0.82834	0.6310771667
OMIM:615877	Microphthalmia, syndromic 14	0.82862	0.6310441667
OMIM:615399	Paroxysmal Nocturnal Hemoglobinuria 2	0.80809	0.6309365
OMIM:312863	Combined Immunodeficiency, X-Linked	0.80758	0.630891
OMIM:300659	Mental Retardation, X-Linked 93	0.85554	0.6306978333
OMIM:245450	Lactic Aciduria Due to D-Lactic Acid	0.81674	0.630644
OMIM:612304	Thrombophilia, hereditary, due to protein C deficiency, autosomal recessive	0.82314	0.6305813333
OMIM:613710	Striatal necrosis, bilateral, and progressive polyneuropathy	0.87452	0.630517
OMIM:605909	Parkinson Disease 6, Autosomal Recessive Early-Onset	0.88823	0.630327
OMIM:609041	SPG27	0.88564	0.63021
OMIM:614076	Hermansky-Pudlak syndrome 7	0.77392	0.6301733333
OMIM:608984	Ataxia, sensory, autosomal dominant	0.92029	0.630151
OMIM:602078	Fibrosis of Extraocular Muscles, Congenital, 2	0.83697	0.630011
OMIM:269840	Selective T-Cell Defect	0.8213	0.6296051667
OMIM:300310	AGMX2	0.86043	0.629572
OMIM:613618	Chromosome 17Q23.1-Q23.2 Duplication Syndrome	0.88159	0.62957
OMIM:612301	Osteopetrosis, Autosomal Recessive 7	0.79135	0.6294968333
OMIM:176860	Thrombophilia, hereditary, due to protein C deficiency, autosomal dominant	0.86367	0.6294385
OMIM:607822	Alzheimer Disease 3	0.90102	0.6293685
Orphanet:437	Hypophosphatemic rickets	0.83666	0.6293503333
OMIM:300635	Lymphoproliferative Syndrome, X-Linked, 2	0.8346	0.6292956667
OMIM:612336	Protein S acquired deficiency	0.8731	0.6292135
OMIM:613810	Retinitis Pigmentosa 43	0.86012	0.6290783333
OMIM:160800	Congenital myotonia, autosomal dominant form	0.9192	0.6290756667
OMIM:300799	Mental Retardation, X-Linked, Syndromic, Raymond Type	0.82549	0.6290185
OMIM:615348	Nemaline Myopathy 8	0.84478	0.6288591667
OMIM:147421	Inclusion Body Myositis	0.89549	0.6288206667
OMIM:612444	Ciliary Dyskinesia, Primary, 9	0.79273	0.6288143333
OMIM:105400	Amyotrophic lateral sclerosis type 1	0.88619	0.628789
OMIM:614608	Mental Retardation, Autosomal Dominant 15	0.84766	0.6286341667
OMIM:613668	Microcephaly, Postnatal Progressive, With Seizures and Brain Atrophy	0.85072	0.62861
OMIM:278300	Deficiency of xanthine oxidase	0.85682	0.6285248333
OMIM:300073	Fetal Akinesia Syndrome, X-Linked	0.84509	0.6284608333
OMIM:613157	Autosomal recessive limb-girdle muscular dystrophy type 2O	0.83969	0.6283271667
OMIM:400044	46,Xy Sex Reversal 1	0.88376	0.6282531667
OMIM:601780	Ceroid lipofuscinosis neuronal 6	0.86053	0.6281923333
OMIM:600803	Gallbladder Disease 1	0.87521	0.6278631667
OMIM:615553	Arthrogryposis, mental retardation, and seizures	0.85872	0.627787
OMIM:614815	Joubert Syndrome 18	0.82551	0.6277838333
OMIM:600907	Enamel Hypoplasia, Cataracts, and Aqueductal Stenosis	0.85376	0.6277233333
OMIM:234700	Heart Block, Congenital	0.87741	0.6276095
OMIM:226440	Epidermolysis Bullosa, Late-Onset Localized Junctional, With Mental Retardation	0.86412	0.6274948333
OMIM:610024	Retinal cone dystrophy 3A	0.8311	0.6274846667
OMIM:616286	Lethal Congenital Contracture Syndrome 7	0.81539	0.6273635
OMIM:212135	Heart defects - limb shortening	0.8788	0.6273145
OMIM:236250	Homocysteinemia due to MTHFR deficiency	0.84599	0.6272916667
OMIM:131850	Epidermolysis Bullosa Dystrophica, Pretibial	0.8896	0.627236
OMIM:615578	Combined Oxidative Phosphorylation Deficiency 18	0.8014	0.6270451667
OMIM:193520	Watson Syndrome	0.82118	0.6269466667
OMIM:610951	Ceroid lipofuscinosis neuronal 7	0.86951	0.6266671667
OMIM:609524	Myofibrillar myopathy, filamin C-related	0.86696	0.6266631667
Orphanet:90348	Autosomal dominant cutis laxa	0.84572	0.6264215
OMIM:607903	Hypotrichosis 6	0.82796	0.6262076667
OMIM:616437	Frontotemporal dementia and/or amyotrophic lateral sclerosis 3	0.89763	0.6261211667
OMIM:616439	Frontotemporal dementia and/or amyotrophic lateral sclerosis 4	0.89763	0.6261211667
OMIM:229100	Glutamate Formiminotransferase Deficiency	0.83125	0.6259775
OMIM:616322	Myasthenic syndrome, congenital, 3b, fast-channel	0.82583	0.6259186667
OMIM:155600	CMM1	0.86459	0.6258536667
OMIM:268200	Myoglobinuria, acute recurrent, autosomal recessive	0.85208	0.6256353333
OMIM:615575	Neuronopathy, Distal Hereditary Motor, Type 2D	0.88227	0.6256348333
OMIM:606438	Huntington disease-like 2	0.88405	0.6256153333
OMIM:614833	Microcephaly, Short Stature, and Polymicrogyria With or Without Seizures	0.85626	0.6255526667
OMIM:608747	Insulin-Like Growth Factor 1 Deficiency	0.85174	0.6254743333
OMIM:301815	Contractures - ectodermal dysplasia - cleft lip/palate	0.82344	0.6253781667
OMIM:605280	Spastic Paraplegia 13, Autosomal Dominant	0.87501	0.6253118333
OMIM:300263	Siderius X-linked mental retardation syndrome	0.85127	0.6253101667
OMIM:140850	Hemangiomas, Cavernous, of Face and Supraumbilical Midline Raphe	0.79925	0.6252253333
OMIM:219095	Cutaneous photosensitivity - lethal colitis	0.88291	0.6251325
OMIM:613671	Mental retardation, anterior maxillary protrusion, and strabismus	0.8645	0.625104
OMIM:614465	Joubert Syndrome 16	0.83425	0.6250768333
OMIM:616276	Coenzyme Q10 deficiency, primary, 7	0.84226	0.6250196667
OMIM:500003	Striatonigral degeneration, infantile, mitochondrial	0.85992	0.6249425
Orphanet:1923	Methimazole embryofetopathy	0.80714	0.6248723333
OMIM:615665	Joubert syndrome 22	0.83627	0.6247958333
OMIM:613818	Autosomal recessive limb-girdle muscular dystrophy type 2P	0.83516	0.6247781667
OMIM:223330	Marfanoid syndrome, De Silva type	0.8439	0.6246313333
OMIM:607671	DYT13	0.84251	0.6245105
OMIM:136500	Focal facial dermal dysplasia type I	0.82767	0.6245033333
OMIM:615838	Mitochondrial Complex 3 Deficiency, Nuclear Type 8	0.83481	0.6244768333
OMIM:610381	Cone-Rod Dystrophy 11	0.83561	0.6244446667
OMIM:613011	Lymphoproliferative syndrome 1	0.82021	0.6244408333
OMIM:191520	Upington Disease	0.87625	0.6244348333
OMIM:600457	Hypertrichosis, Anterior Cervical	0.85123	0.6241741667
OMIM:612718	Cerebral Creatine Deficiency Syndrome 3	0.85759	0.6240561667
OMIM:612561	Diamond-Blackfan Anemia 6	0.83662	0.6240343333
OMIM:611588	Limb-girdle muscular dystrophy-dystroglycanopathy, type C4	0.84635	0.6236786667
OMIM:613428	Retinitis Pigmentosa 54	0.85246	0.6236596667
OMIM:607641	Distal hereditary motor neuronopathy type 7B	0.86355	0.6235491667
OMIM:610913	Surfactant Metabolism Dysfunction, Pulmonary, 2	0.82795	0.6233643333
Orphanet:226295	Primary congenital hypothyroidism	0.81766	0.6233441667
OMIM:615883	Myopathy, Tubular Aggregate, 2	0.81	0.6233035
OMIM:613908	Spinocerebellar Ataxia 35	0.86071	0.6227163333
OMIM:240200	Hypoadrenocorticism, Familial	0.84711	0.6226145
OMIM:159700	Myoclonus and Ataxia	0.87706	0.6225078333
OMIM:608088	Neuropathy, Hereditary Sensory and Autonomic, Type I, With Cough and Gastroesophageal Reflux	0.82789	0.6223323333
OMIM:610539	Gaucher disease, atypical, due to saposin C deficiency	0.83172	0.6222075
Orphanet:1006	Alopecia antibody deficiency	0.77451	0.622205
OMIM:608133	Retinitis pigmentosa 7	0.84991	0.6220243333
OMIM:218800	Crigler-Najjar syndrome type 1	0.80714	0.62144
OMIM:608627	amyotrophic lateral sclerosis type 8	0.88838	0.6212461667
OMIM:306800	Hemophilia a With Vascular Abnormality	0.84055	0.6211001667
OMIM:615599	Microcephaly-thin corpus callosum-intellectual disability syndrome	0.84422	0.6210488333
OMIM:253240	Mucus Inspissation of Respiratory Tract	0.86118	0.620988
Orphanet:3293	Telecanthus - hypertelorism - strabismus - pes cavus	0.81806	0.6206006667
OMIM:173900	Polycystic kidney disease, adult type	0.86618	0.6204355
OMIM:168500	parietal foramina	0.85903	0.6202036667
Orphanet:622	Homocystinuria without methylmalonic aciduria	0.80668	0.6201668333
OMIM:608389	Branchiootic syndrome 3	0.83847	0.6198483333
OMIM:607906	congenital disorder of glycosylation type II	0.83111	0.6192186667
OMIM:222800	Hemolytic anemia due to diphosphoglycerate mutase deficiency	0.8101	0.6191675
Orphanet:743	Hereditary thrombophilia due to congenital protein S deficiency	0.81175	0.6190625
OMIM:615504	Ciliary Dyskinesia, Primary, 27	0.82133	0.6188293333
OMIM:240800	Leucine-induced hypoglycemia	0.82498	0.618775
OMIM:267010	Meckel Syndrome, Type 7	0.79014	0.6186308333
OMIM:159900	Dystonia 11, Myoclonic	0.86708	0.6185718333
OMIM:600204	Multiple epiphyseal dysplasia 2	0.85607	0.6184721667
OMIM:615550	Diamond-Blackfan anemia 12	0.82812	0.6184498333
OMIM:615985	Bardet-Biedl syndrome 8	0.80671	0.6184485
OMIM:122000	Corneal Dystrophy, Posterior Polymorphous, 1	0.8209	0.6184343333
OMIM:613092	Hyperuricemic Nephropathy, Familial Juvenile, 2	0.85094	0.6183791667
OMIM:259750	Osteoporosis, Juvenile	0.85937	0.618281
Orphanet:29822	Spontaneous periodic hypothermia	0.83558	0.6182666667
OMIM:300584	Immunodeficiency Without Anhidrotic Ectodermal Dysplasia	0.84226	0.618198
OMIM:613078	Nijmegen Breakage Syndrome-Like Disorder	0.83782	0.6181895
OMIM:614100	Cutis laxa-Marfanoid syndrome	0.82454	0.6180101667
OMIM:613723	Limb-girdle muscular dystrophy, type 2Q	0.83588	0.6180085
OMIM:256720	Neurologic Disease, Infantile Multisystem, With Osseous Fragility	0.87469	0.6178883333
OMIM:615981	Bardet-Biedl Syndrome 2	0.80208	0.6176883333
OMIM:614195	Craniofacial anomalies and anterior segment dysgenesis syndrome	0.83509	0.6173196667
OMIM:155980	Delayed membranous cranial ossification	0.82756	0.6173178333
OMIM:615895	Polyglucosan body myopathy 1 with or without immunodeficiency	0.78754	0.617314
OMIM:615982	Bardet-Biedl syndrome 4	0.81356	0.6172073333
OMIM:609039	NRCLP3	0.90134	0.617167
OMIM:158330	Mullerian Aplasia and Hyperandrogenism	0.85758	0.6169191667
OMIM:601764	BFIS1	0.86501	0.6168955
OMIM:188025	Thrombocytopenia, Paris-Trousseau Type	0.82276	0.6168101667
OMIM:609304	Epileptic Encephalopathy, Early Infantile, 3	0.84075	0.6167143333
OMIM:615225	Corneal intraepithelial dyskeratosis and ectodermal dysplasia	0.82331	0.6166691667
OMIM:611561	Meckel Syndrome, Type 5	0.84055	0.6166651667
OMIM:600116	Parkinson Disease 2, Autosomal Recessive Juvenile	0.86652	0.6166441667
OMIM:211380	Branchio-skeleto-genital syndrome	0.85335	0.6165785
OMIM:278780	Xeroderma pigmentosum, group G	0.82736	0.6165153333
OMIM:613762	46,XY sex reversal, type 6	0.84743	0.6164471667
OMIM:615369	childhood onset epileptic encephalopathy	0.88866	0.6163296667
OMIM:106220	Aniridia and Absent Patella	0.83223	0.6163291667
OMIM:271980	Succinic Semialdehyde Dehydrogenase Deficiency	0.86951	0.6161691667
OMIM:614204	Psoriasis 14, Pustular	0.82403	0.616156
OMIM:614053	Mitochondrial Complex 5 (Atp Synthase) Deficiency, Nuclear Type 3	0.84511	0.6157473333
OMIM:613606	FWS	0.81463	0.6155961667
OMIM:614198	Congenital myasthenic syndrome, acetazolamide-responsive	0.80579	0.6154785
OMIM:612020	Spastic Paraplegia 39, Autosomal Recessive	0.87594	0.6154288333
OMIM:615190	Dyskeratosis congenita, autosomal recessive, 5	0.80293	0.6148848333
OMIM:300559	Glycogen storage disease due to muscle phosphorylase kinase deficiency	0.84089	0.6148148333
OMIM:261100	Megaloblastic Anemia 1	0.82698	0.6146285
Orphanet:2492	Limb transversal defect - cardiac anomaly	0.84798	0.6145841667
OMIM:158580	Distal hereditary motor neuronopathy type 7	0.84534	0.6145745
OMIM:118800	Paroxysmal non-kinesigenic dyskinesia	0.857	0.6145678333
OMIM:616291	Lichtenstein-Knorr Syndrome	0.8395	0.6143751667
OMIM:311050	Early-onset X-linked isolated optic atrophy	0.85253	0.614329
OMIM:277465	Vitiligo, Progressive, With Mental Retardation and Urethral Duplication	0.84699	0.6142996667
Orphanet:1381	Cataract - intellectual disability - anal atresia - urinary defects	0.81781	0.614288
OMIM:615637	Mental retardation, autosomal recessive 41	0.82787	0.6142853333
OMIM:167400	Paroxysmal Extreme Pain Disorder	0.83392	0.6142126667
OMIM:300804	Joubert syndrome 10	0.81765	0.6139378333
OMIM:615411	Cortical Dysplasia, Complex, With Other Brain Malformations 3	0.81093	0.6139283333
Orphanet:26	Methylmalonic acidemia with homocystinuria	0.78485	0.6139105
OMIM:616313	Myasthenic syndrome, congenital, 2a, slow-channel	0.82425	0.6138826667
OMIM:604219	Cataract, autosomal dominant	0.84034	0.6135485
OMIM:119915	Cluster Headache, Familial	0.83999	0.6134955
OMIM:606719	Melanoma-Pancreatic Cancer Syndrome	0.87346	0.6132335
OMIM:614561	LCC	0.85454	0.6130335
OMIM:615217	Ataxia-Oculomotor Apraxia 3	0.83119	0.612765
OMIM:608782	Pyruvate dehydrogenase phosphatase deficiency	0.82754	0.612734
OMIM:604381	Patent Ductus Arteriosus and Bicuspid Aortic Valve With Hand Anomalies	0.86577	0.6125808333
OMIM:276710	tyrosinemia type III	0.83653	0.6124578333
Orphanet:226310	Peripheral hypothyroidism	0.82452	0.6123985
OMIM:126050	Digitotalar Dysmorphism	0.83836	0.612257
OMIM:613530	LGMD1H	0.84046	0.6122013333
OMIM:614819	Weill-Marchesani Syndrome 3	0.83348	0.6121746667
OMIM:616053	Spinocerebellar ataxia 40	0.87562	0.6121523333
OMIM:615030	Spastic paraplegia 56, autosomal recessive	0.86463	0.6121296667
OMIM:609325	Epiphyseal Dysplasia, Multiple, With Miniepiphyses	0.87176	0.6121213333
OMIM:277450	Vitamin K-Dependent Clotting Factors, Combined Deficiency Of, 1	0.79966	0.6121005
OMIM:601809	Spondylospinal Thoracic Dysostosis	0.79727	0.6120651667
OMIM:228250	Femur, Unilateral Bifid, With Monodactylous Ectrodactyly	0.89357	0.6119893333
OMIM:610359	Retinitis Pigmentosa 33	0.82886	0.6119553333
OMIM:242510	Ichthyosis - alopecia - eclabion - ectropion - intellectual disability	0.82403	0.611928
OMIM:261670	Glycogen Storage Disease 10	0.84734	0.6118906667
OMIM:265400	Pulmonary Hypertension, Primary, Autosomal Recessive	0.84528	0.6117981667
OMIM:611291	Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation	0.81014	0.6117676667
Orphanet:2847	Pericardial and diaphragmatic defect	0.83435	0.6115846667
OMIM:613677	Familial hyperaldosteronism type III	0.8255	0.611572
OMIM:601001	Epidermolysis bullosa simplex, autosomal recessive	0.83058	0.6113061667
OMIM:615685	Spastic Paraplegia 61, Autosomal Recessive	0.87528	0.6112945
OMIM:107600	Aplasia cutis congenita	0.82823	0.611154
OMIM:614679	Ciliary Dyskinesia, Primary, 17	0.79556	0.6111111667
OMIM:614940	Ectodermal Dysplasia 11A, Hypohidrotic/Hair/Tooth Type, Autosomal Dominant	0.84006	0.6111003333
OMIM:613672	Spastic Ataxia 4, Autosomal Recessive	0.82988	0.6109976667
OMIM:610427	Congenital stationary night blindness, type 2B	0.8309	0.6109638333
OMIM:613319	Distal anoctaminopathy	0.85249	0.610938
OMIM:614228	Charcot-Marie-Tooth disease, axonal, type 2O	0.85802	0.6108286667
OMIM:611762	NLRP12-associated hereditary periodic fever syndrome	0.79026	0.6107341667
OMIM:203000	Frontonasal Dysplasia With Alar Clefts	0.83091	0.610544
OMIM:604387	Adolescent nephronophthisis	0.86451	0.6104636667
OMIM:613024	follicular lymphoma	0.79582	0.610265
OMIM:615502	Mental retardation, autosomal dominant 21	0.80664	0.6102473333
OMIM:241090	Hypergonadotropic Hypogonadism and Partial Alopecia	0.83122	0.6101438333
OMIM:218530	Craniosynostosis With Anomalies of the Cranial Base and Digits	0.87772	0.6101353333
OMIM:608194	Cone-Rod Dystrophy 13	0.82186	0.6100883333
OMIM:605726	Distal hereditary motor neuropathy, Jerash type	0.85506	0.6100075
OMIM:263210	Polycystic Kidney Disease, Potter Type I, With Microbrachycephaly, Hypertelorism, and Brachymelia	0.81347	0.6099606667
OMIM:611105	Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation	0.84694	0.6098621667
OMIM:616100	Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency	0.78134	0.6098043333
OMIM:166230	Osteogenesis Imperfecta With Opalescent Teeth, Blue Sclerae and Wormian Bones, but Without Fractures	0.86102	0.609766
OMIM:193240	Vocal Cord Paralysis and Ptosis	0.78983	0.6096311667
OMIM:615352	Muscular Dystrophy-Dystroglycanopathy (Limb-Girdle), Type C, 14	0.80202	0.6095776667
OMIM:613673	Anemia, Congenital Dyserythropoietic, Type 4	0.77528	0.609321
OMIM:612998	Emery-Dreifuss muscular dystrophy 4, autosomal dominant	0.82844	0.6093021667
OMIM:614837	Hypogonadotropic Hypogonadism 8 With or Without Anosmia	0.83101	0.6092636667
OMIM:271150	Spinal Muscular Atrophy, Type 4	0.84011	0.609186
OMIM:273250	TRS	0.88483	0.6091495
OMIM:239510	Hyperprolinemia type 2	0.83961	0.6090801667
OMIM:610600	Corticosterone methyloxidase type 2 deficiency	0.81108	0.60904
OMIM:616271	3-Methylglutaconic Aciduria With Cataracts, Neurologic Involvement, and Neutropenia	0.81332	0.6086786667
OMIM:615486	Severe early-onset pulmonary alveolar proteinosis due to MARS deficiency	0.83889	0.6086761667
Orphanet:230800	Toxin-mediated infectious botulism	0.82652	0.6085728333
OMIM:613390	Fanconi anemia, complementation group O	0.84005	0.6085531667
OMIM:607791	Charcot-Marie-Tooth disease dominant intermediate 3	0.85086	0.6085375
OMIM:605820	Nonaka myopathy	0.85016	0.6085358333
OMIM:611638	Microphthalmia, Isolated, With Coloboma 5	0.83249	0.6084958333
OMIM:611560	Joubert Syndrome 7	0.81613	0.6084713333
Orphanet:889	Cutaneous leukocytoclastic angiitis	0.8047	0.6084215
