Trait	Match	Match Label	Second Match	Second Label	Third Match	Third Label
Dolichocephaly	HP:0000268	Dolichocephaly
DNA TOPOISOMERASE II, RESISTANCE TO INHIBITION OF, BY AMSACRINE	Orphanet:102381	Acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor	OMIM:247430	Lymphoblastic Transformation, Inhibition of	MESH:C565433	Lymphoblastic Transformation, Inhibition of
Distal spinal muscular atrophy, autosomal recessive 4	OMIM:611067	Spinal Muscular Atrophy, Distal, Autosomal Recessive, 4	MESH:C567023	Spinal Muscular Atrophy, Distal, Autosomal Recessive, 4	OMIM:607088	Spinal Muscular Atrophy, Distal, Autosomal Recessive, 3
Disseminated atypical mycobacterial infection	Orphanet:391311	Susceptibility to viral and mycobacterial infections	HP:0011274	Recurrent mycobacterial infections	MESH:C565908	BCG and Salmonella Infection, Disseminated
DIMETHYLGLYCINE DEHYDROGENASE DEFICIENCY	OMIM:605850	Dimethylglycine dehydrogenase deficiency	MESH:C565278	Dimethylglycine dehydrogenase deficiency	OMIM:312170	Pyruvate dehydrogenase E1-alpha deficiency
Dilated cardiomyopathy, woolly hair, keratoderma	OMIM:605676	Cardiomyopathy, Dilated, With Woolly Hair and Keratoderma	OMIM:615821	Cardiomyopathy, Dilated, With Woolly Hair, Keratoderma, and Tooth Agenesis	MESH:C535581	Cardiomyopathy, Dilated, With Woolly Hair and Keratoderma
Dilated cardiomyopathy 1P	OMIM:609909	Cardiomyopathy, Dilated, 1P	MESH:C563690	Cardiomyopathy, Dilated, 1P	OMIM:600884	Cardiomyopathy, Dilated, 1B
Dilated cardiomyopathy 1FF	OMIM:613286	Cardiomyopathy, Dilated, 1Ff	MESH:C567654	Cardiomyopathy, Dilated, 1Ff	OMIM:600884	Cardiomyopathy, Dilated, 1B
Dilated cardiomyopathy 1F	OMIM:600884	Cardiomyopathy, Dilated, 1B	OMIM:601154	Cardiomyopathy, Dilated, 1E	OMIM:115200	Cardiomyopathy, Dilated, 1A
Dilated cardiomyopathy 1E	OMIM:601154	Cardiomyopathy, Dilated, 1E	MESH:C563384	Cardiomyopathy, Dilated, 1E	OMIM:600884	Cardiomyopathy, Dilated, 1B
Dilated cardiomyopathy 1CC	OMIM:613122	Cardiomyopathy, Dilated, 1Cc	MESH:C567733	Cardiomyopathy, Dilated, 1Cc	OMIM:600884	Cardiomyopathy, Dilated, 1B
Digitorenocerebral syndrome	OMIM:220500	DOORS syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome	Orphanet:138063	Syndrome associated with Pierre Robin syndrome
DIGITAL CLUBBING, ISOLATED CONGENITAL	OMIM:119900	Isolated congenital digital clubbing	OMIM:129200	Adermatoglyphia With Congenital Facial Milia and Acral Blisters, Digital Contractures, and Nail Abnormalities	MESH:C537659	Adermatoglyphia With Congenital Facial Milia and Acral Blisters, Digital Contractures, and Nail Abnormalities
DIGEORGE SYNDROME	DECIPHER:16	22q11 Deletion Syndrome (Velocardiofacial / Digeorge Syndrome)	OMIM:188400	Digeorge Syndrome	DOID:11198	DiGeorge syndrome
DIEGO BLOOD GROUP ANTIGEN	OMIA:001713	Blood group system/dog erythrocyte antigen (DEA) 1	OMIA:001784	Blood group system/dog erythrocyte antigen (DEA) 8	OMIA:001783	Blood group system/dog erythrocyte antigen (DEA) 7
DIASTROPHIC DYSPLASIA, BROAD BONE-PLATYSPONDYLIC VARIANT	OMIM:222600	diastrophic dysplasia	DOID:14687	diastrophic dysplasia	OMIM:273680	Thanatophoric Dysplasia, Glasgow Variant
DIARRHEA 7 (1 family)	OMIM:615863	Diarrhea 7	OMIM:214700	congenital secretory chloride diarrhea 1	DOID:0060296	congenital secretory chloride diarrhea 1
DIARRHEA 6	OMIM:614616	Diarrhea 6	ZP:0007706	abnormal(ly) increased amount rhombomere 6	ZP:0006406	abnormal(ly) present in fewer numbers in organism rhombomere 6 cranial neural crest cell
DIAMOND-BLACKFAN ANEMIA 8	OMIM:612563	Diamond-Blackfan Anemia 8	MESH:C567253	Diamond-Blackfan Anemia 8	OMIM:612562	Diamond-Blackfan Anemia 7
DIAMOND-BLACKFAN ANEMIA 15 WITH MANDIBULOFACIAL DYSOSTOSIS	OMIM:606164	Diamond-Blackfan Anemia 15 With Mandibulofacial Dysostosis	OMIM:300946	Diamond-Blackfan Anemia 14 With Mandibulofacial Dysostosis	OMIM:248400	Mandibulofacial Dysostosis With Mental Deficiency
DIAMOND-BLACKFAN ANEMIA, 14, WITH MANDIBULOFACIAL DYSOSTOSIS (1 family)	OMIM:300946	Diamond-Blackfan Anemia 14 With Mandibulofacial Dysostosis	OMIM:606164	Diamond-Blackfan Anemia 15 With Mandibulofacial Dysostosis	OMIM:105650	Diamond-Blackfan Anemia 1
DIAMOND-BLACKFAN ANEMIA 12 (1 patient)	OMIM:615550	Diamond-Blackfan Anemia 12	OMIM:105650	Diamond-Blackfan Anemia 1	MESH:C567302	Diamond-Blackfan Anemia 1
DIAMOND-BLACKFAN ANEMIA 11 (1 family)	OMIM:614900	Diamond-Blackfan Anemia 11	OMIM:105650	Diamond-Blackfan Anemia 1	MESH:C567302	Diamond-Blackfan Anemia 1
Diamond-Blackfan anemia 10	OMIM:613309	Diamond-Blackfan Anemia 10	MESH:C567649	Diamond-Blackfan Anemia 10	OMIM:612563	Diamond-Blackfan Anemia 8
DIABETES MELLITUS, TYPE 2	DOID:9352	type 2 diabetes mellitus	HP:0005978	Type II diabetes mellitus	OMIM:125852	Diabetes Mellitus, Insulin-Dependent, 2
Diabetes mellitus type 2	DOID:9352	type 2 diabetes mellitus	HP:0005978	Type II diabetes mellitus	OMIM:125852	Diabetes Mellitus, Insulin-Dependent, 2
DIABETES MELLITUS, NONINSULIN-DEPENDENT, MODIFIER OF	OMIM:125853	Diabetes Mellitus, Noninsulin-Dependent	OMIM:603694	Diabetes Mellitus, Noninsulin-Dependent, 3	OMIM:608036	Diabetes Mellitus, Noninsulin-Dependent, 4
DIABETES MELLITUS, NONINSULIN-DEPENDENT, MATERNALLY TRANSMITTED	OMIM:125853	Diabetes Mellitus, Noninsulin-Dependent	OMIM:603694	Diabetes Mellitus, Noninsulin-Dependent, 3	OMIM:608036	Diabetes Mellitus, Noninsulin-Dependent, 4
DIABETES MELLITUS, NONINSULIN-DEPENDENT, LATE-ONSET	OMIM:125853	Diabetes Mellitus, Noninsulin-Dependent	OMIM:603694	Diabetes Mellitus, Noninsulin-Dependent, 3	OMIM:608036	Diabetes Mellitus, Noninsulin-Dependent, 4
DIABETES MELLITUS, NONINSULIN-DEPENDENT, 5	OMIM:616087	Diabetes Mellitus, Noninsulin-Dependent, 5	OMIM:125853	Diabetes Mellitus, Noninsulin-Dependent	OMIM:603694	Diabetes Mellitus, Noninsulin-Dependent, 3
DIABETES MELLITUS, NEONATAL, WITH CONGENITAL HYPOTHYROIDISM	OMIM:610199	Diabetes Mellitus, Neonatal, With Congenital Hypothyroidism	MESH:C565705	Diabetes Mellitus, Neonatal, With Congenital Hypothyroidism	Orphanet:79118	Neonatal diabetes - congenital hypothyroidism - congenital glaucoma - hepatic fibrosis - polycystic kidneys
DIABETES MELLITUS, INSULIN-RESISTANT	OMIM:610549	Diabetes Mellitus, Insulin-Resistant, With Acanthosis Nigricans	HP:0000831	Insulin-resistant diabetes mellitus	MESH:C562710	Diabetes Mellitus, Insulin-Resistant, With Acanthosis Nigricans
DIABETES MELLITUS, INSULIN-DEPENDENT, 5	OMIM:600320	Diabetes Mellitus, Insulin-Dependent, 5	MESH:C563958	Diabetes Mellitus, Insulin-Dependent, 5	OMIM:222100	Diabetes Mellitus, Insulin-Dependent
DIABETES MELLITUS, INSULIN-DEPENDENT, 2	OMIM:125852	Diabetes Mellitus, Insulin-Dependent, 2	MESH:C565100	Diabetes Mellitus, Insulin-Dependent, 2	OMIM:222100	Diabetes Mellitus, Insulin-Dependent
DIABETES INSIPIDUS, NEUROHYPOPHYSEAL, AUTOSOMAL RECESSIVE	OMIM:125700	Diabetes Insipidus, Neurohypophyseal	DOID:12388	neurohypophyseal diabetes insipidus	OMIM:304900	Diabetes Insipidus, Neurohypophyseal Type
Diabetes insipidus	OMIM:125700	Diabetes Insipidus, Neurohypophyseal	DOID:12388	neurohypophyseal diabetes insipidus	OMIM:125800	Diabetes Insipidus, Nephrogenic, Autosomal
DFNB44	NCBIGene:449484	DFNB44	OMIM:610154	Deafness, Autosomal Recessive 44
DFNA65	OMIM:616044	Deafness, Autosomal Dominant 65
developmental delay	HP:0001263	Global developmental delay	OMIM:613076	Myopathy, Mitochondrial Progressive, With Congenital Cataract, Hearing Loss, and Developmental Delay	OMIM:301815	Arthrogryposis, Ectodermal Dysplasia, Cleft Lip/Palate, and Developmental Delay
DEUTERANOMALY	OMIM:303800	red-green color blindness
DE SANCTIS-CACCHIONE SYNDROME	OMIM:278800	De Sanctis-Cacchione Syndrome	MESH:C535992	De Sanctis-Cacchione Syndrome	OMIM:122470	Cornelia De Lange Syndrome 1
DERMATOPATHIA PIGMENTOSA RETICULARIS	OMIM:125595	Dermatopathia pigmentosa reticularis	MESH:C535374	Dermatopathia pigmentosa reticularis	MESH:D054068	Livedo Reticularis
DERMATOFIBROSARCOMA PROTUBERANS, SOMATIC	OMIM:607907	dermatofibrosarcoma protuberans	DOID:3507	dermatofibrosarcoma protuberans	ZP:0004921	abnormal(ly) decreased amount epidermis somatic stem cell
DERMATITIS, ATOPIC, 6, SUSCEPTIBILITY TO	OMIM:605845	Dermatitis, Atopic, 6	DOID:3310	atopic dermatitis	OMIM:603165	Dermatitis, Atopic
Dermatitis, atopic, 2	OMIM:605803	Dermatitis, Atopic, 2	MESH:C565293	Dermatitis, Atopic, 2	DOID:3310	atopic dermatitis
Depression	HP:0011223	Metopic depression	DOID:1595	endogenous depression	MP:0001475	reduced long term depression
Dent (Japan) disease	DOID:0050699	Dent disease	OMIM:300555	Dent Disease 2	OMIM:300009	Dent Disease 1
DENTINOGENESIS IMPERFECTA, SHIELDS TYPE III	OMIM:125500	Dentinogenesis Imperfecta, Shields Type 3	MESH:C538216	Dentinogenesis Imperfecta, Shields Type 3	Orphanet:166265	Dentinogenesis imperfecta type 3
DENTIN DYSPLASIA, TYPE I, WITH EXTREME MICRODONTIA AND MISSHAPEN TEETH
DENTATORUBRAL-PALLIDOLUYSIAN ATROPHY	OMIM:125370	dentatorubral-pallidoluysian atrophy	DOID:0060162	dentatorubral-pallidoluysian atrophy	Orphanet:254343	Autosomal recessive spastic ataxia - optic atrophy - dysarthria
DENGUE FEVER, PROTECTION AGAINST	DOID:12206	dengue hemorrhagic fever	NBO:0000048PHENOTYPE	protection of offspring behavior phenotype	GO:0015988PHENOTYPE	energy coupled proton transmembrane transport, against electrochemical gradient phenotype
Dendritic cell, monocyte, B lymphocyte, and natural killer lymphocyte deficiency	OMIM:609981	Natural Killer Cell and Glucocorticoid Deficiency With Dna Repair Defect	OMIM:614894	Monocyte and Dendritic Cell Deficiency, Autosomal Recessive	MP:0002453	abnormal B lymphocyte antigen presentation
DEMENTIA, FAMILIAL DANISH	OMIM:117300	Familial dementia, Danish type	MESH:C538209	Familial dementia, Danish type	OMIM:176500	Familial dementia, British type
DEMENTIA, FAMILIAL BRITISH	OMIM:176500	Familial dementia, British type	MESH:C538208	Familial dementia, British type	OMIM:117300	Familial dementia, Danish type
DELTA-ZERO-THALASSEMIA, KNOSSOS TYPE	ZP:0002325	abnormal(ly) decreased amount cranial cartilage collagen type I trimer	ZP:0002326	abnormal(ly) present in fewer numbers in organism cranial cartilage collagen type II trimer	ZP:0003889	abnormal(ly) present in greater numbers in organism cranial cartilage collagen type II
DELTA-PLUS-THALASSEMIA
DELTA/BETA THALASSEMIA
DELTA-0-THALASSEMIA
DELAYED SLEEP PHASE SYNDROME, SUSCEPTIBILITY TO	OMIM:614163	Delayed Sleep Phase Syndrome, Susceptibility to	OMIM:615224	Advanced Sleep Phase Syndrome, Familial, 2	DOID:0050628	advanced sleep phase syndrome
Delayed reflexes	ZP:0001004	abnormal(ly) delayed vestibular reflex	OMIM:604335	reflex sympathetic dystrophy	OMIM:212895	Early-onset cerebellar ataxia with retained tendon reflexes
DE LA CHAPELLE DYSPLASIA	OMIM:137580	Gilles de la Tourette syndrome	DOID:0050118	La Crosse encephalitis	OMIM:609324	Multiple epiphyseal dysplasia, with severe proximal femoral dysplasia
DEJERINE-SOTTAS SYNDROME, SPORADIC	Orphanet:93221	Sporadic idiopathic steroid-resistant nephrotic syndrome with minimal changes	Orphanet:93222	Sporadic idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial proliferation	Orphanet:93220	Sporadic idiopathic steroid-resistant nephrotic syndrome with diffuse mesangial sclerosis
DEJERINE-SOTTAS NEUROPATHY	OMIM:145900	Hypertrophic Neuropathy of Dejerine-Sottas	OMIM:263570	Polyglucosan Body Neuropathy, Adult Form	MESH:C540309	Abetalipoproteinemia neuropathy
DEHYDRATED HEREDITARY STOMATOCYTOSIS WITH PSEUDOHYPERKALEMIA AND PERINATAL EDEMA	MESH:C566369	Dehydrated Hereditary Stomatocytosis, Pseudohyperkalemia, and Perinatal Edema
Deficiency of transaldolase	OMIM:606003	Transaldolase deficiency	MESH:C563207	Transaldolase deficiency	OMIM:611126	Mitochondrial Complex 1 Deficiency Due to Acad9 Deficiency
Deficiency of aromatic-L-amino-acid decarboxylase	OMIM:608643	Aromatic L-amino acid decarboxylase deficiency	DOID:3649	pyruvate decarboxylase deficiency	OMIM:248360	Malonyl-Coa Decarboxylase Deficiency
Deficiency of 3-hydroxyacyl-CoA dehydrogenase	OMIM:231530	3-Hydroxyacyl-Coa Dehydrogenase Deficiency	OMIM:609016	Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency	Orphanet:309127	3-hydroxyacyl-CoA dehydrogenase deficiency
DEEP VENOUS THROMBOSIS, PROTECTION AGAINST	HP:0002625	Deep venous thrombosis	OMIM:612862	Pulmonary Hypertension, Chronic Thromboembolic, Without Deep Vein Thrombosis, Susceptibility to	MESH:D056824	Upper Extremity Deep Vein Thrombosis
decreased blood alpha-hydroxyisovalerate levels	HP:0004313	Decreased antibody level in blood	MP:0005566	decreased blood urea nitrogen level	MP:0008822	decreased blood uric acid level
DEBRISOQUINE, ULTRARAPID METABOLISM OF	OMIM:608902	Drug Metabolism, Poor, Cyp2D6-Related	Orphanet:79191	Disorder of purine metabolism	Orphanet:309845	Disorder of zinc metabolism
DEAFNESS, X-LINKED 6 (1 family)	OMIM:300914	Deafness, X-Linked 6	OMIM:304500	Deafness, X-Linked 1	MESH:C564433	Deafness, X-Linked 1
DEAFNESS, WITH SMITH-MAGENIS SYNDROME	OMIM:182290	Smith-Magenis syndrome	DECIPHER:8	Smith-Magenis Syndrome	MESH:D058496	Smith-Magenis syndrome
DEAFNESS, SENSORINEURAL, WITH NEUROLOGIC FEATURES	OMIM:609944	Ectodermal Dysplasia, Sensorineural Hearing Loss, and Distinctive Facial Features	MESH:C536182	Ectodermal Dysplasia, Sensorineural Hearing Loss, and Distinctive Facial Features	OMIM:209010	Atherosclerosis, Premature, With Deafness, Nephropathy, Diabetes Mellitus, Photomyoclonus, and Degenerative Neurologic Disease
DEAFNESS, SENSORINEURAL, WITH HYPERTROPHIC CARDIOMYOPATHY	MESH:C565236	Deafness, Sensorineural, with Hypertrophic Cardiomyopathy	Orphanet:228012	Progressive sensorineural hearing loss - hypertrophic cardiomyopathy	Orphanet:217622	Sensorineural deafness with dilated cardiomyopathy
DEAFNESS, NEUROSENSORY, AUTOSOMAL RECESSIVE 49	OMIM:610153	Deafness, Autosomal Recessive 49	MESH:C565717	Deafness, Autosomal Recessive 49	MESH:C538205	Deafness, neurosensory, autosomal recessive 47
DEAFNESS, MITOCHONDRIAL, MODIFIER OF	OMIM:605429	Deafness, Nonsyndromic, Modifier 1	OMIM:500008	Deafness, Nonsyndromic Sensorineural, Mitochondrial	Orphanet:168609	Mitochondrial non-syndromic sensorineural deafness with susceptibility to aminoglycoside exposure
DEAFNESS, CONGENITAL, UNILATERAL OR ASYMMETRIC	OMIM:125000	Deafness, Unilateral	OMIM:612097	Deafness, Unilateral, With Delayed Endolymphatic Hydrops	HP:0009900	Unilateral deafness
DEAFNESS, CONGENITAL HEART DEFECTS, AND POSTERIOR EMBRYOTOXON (1 family)	MESH:C566604	Deafness, Congenital Heart Defects, and Posterior Embryotoxon	OMIM:603394	Microcephaly, Severe, With Skeletal Anomalies Including Posterior Rib-Gap Defects	MESH:C566377	Microcephaly, Severe, With Skeletal Anomalies Including Posterior Rib-Gap Defects
DEAFNESS, CONGENITAL, ASYMMETRIC	OMIM:610706	Deafness, Congenital, With Inner Ear Agenesis, Microtia, and Microdontia	OMIM:221350	Deafness, Congenital, With Vitiligo and Achalasia	OMIM:124480	Deafness, Congenital, and Onychodystrophy, Autosomal Dominant
DEAFNESS, AUTOSOMAL RECESSIVE 98	OMIM:614861	Deafness, Autosomal Recessive 98	OMIM:601072	Deafness, Autosomal Recessive 8	OMIM:601869	Deafness, Autosomal Recessive 15
DEAFNESS, AUTOSOMAL RECESSIVE 97 (1 family)	OMIM:601072	Deafness, Autosomal Recessive 8	OMIM:601869	Deafness, Autosomal Recessive 15	OMIM:220290	Deafness, Autosomal Recessive 1A
DEAFNESS, AUTOSOMAL RECESSIVE 93	OMIM:614899	Deafness, Autosomal Recessive 93	OMIM:601072	Deafness, Autosomal Recessive 8	OMIM:601869	Deafness, Autosomal Recessive 15
DEAFNESS, AUTOSOMAL RECESSIVE 91 (1 family)	OMIM:613453	Deafness, Autosomal Recessive 91	OMIM:601072	Deafness, Autosomal Recessive 8	OMIM:601869	Deafness, Autosomal Recessive 15
DEAFNESS, AUTOSOMAL RECESSIVE 88 (1 family)	OMIM:615429	Deafness, Autosomal Recessive 88	OMIM:601072	Deafness, Autosomal Recessive 8	OMIM:601869	Deafness, Autosomal Recessive 15
Deafness, autosomal recessive 86	OMIM:614617	Deafness, Autosomal Recessive 86	OMIM:601072	Deafness, Autosomal Recessive 8	OMIM:601869	Deafness, Autosomal Recessive 15
DEAFNESS, AUTOSOMAL RECESSIVE 76	OMIM:615540	Deafness, Autosomal Recessive 76	OMIM:601072	Deafness, Autosomal Recessive 8	OMIM:601869	Deafness, Autosomal Recessive 15
DEAFNESS, AUTOSOMAL RECESSIVE 70	OMIM:614934	Deafness, Autosomal Recessive 70	Orphanet:401835	Autosomal recessive spastic paraplegia type 70	OMIM:601072	Deafness, Autosomal Recessive 8
DEAFNESS, AUTOSOMAL RECESSIVE 66 (1 family)	OMIM:610212	Deafness, Autosomal Recessive 66	Orphanet:401815	Autosomal recessive spastic paraplegia type 66	OMIM:601072	Deafness, Autosomal Recessive 8
Deafness, autosomal recessive 63	OMIM:611451	Deafness, Autosomal Recessive 63	MESH:C566951	Deafness, Autosomal Recessive 63	OMIM:615686	Autosomal recessive spastic paraplegia type 63
Deafness, autosomal recessive 61	OMIM:613865	Deafness, Autosomal Recessive 61	OMIM:615685	Autosomal recessive spastic paraplegia type 61	OMIM:601072	Deafness, Autosomal Recessive 8
Deafness, autosomal recessive 49	OMIM:610153	Deafness, Autosomal Recessive 49	MESH:C565717	Deafness, Autosomal Recessive 49	OMIM:615031	Autosomal recessive spastic paraplegia type 49
DEAFNESS, AUTOSOMAL RECESSIVE 44 (1 family)	OMIM:610154	Deafness, Autosomal Recessive 44	OMIM:613206	Autosomal recessive spastic paraplegia type 44	OMIM:615942	Mental Retardation, Autosomal Recessive 44
Deafness autosomal recessive 44	OMIM:610154	Deafness, Autosomal Recessive 44	OMIM:613206	Autosomal recessive spastic paraplegia type 44	OMIM:615942	Mental Retardation, Autosomal Recessive 44
Deafness, autosomal recessive 37	OMIM:607821	Deafness, Autosomal Recessive 37	MESH:C564331	Deafness, Autosomal Recessive 37	OMIM:615493	Mental Retardation, Autosomal Recessive 37
DEAFNESS, AUTOSOMAL RECESSIVE 36, WITHOUT VESTIBULAR INVOLVEMENT	OMIM:609006	Deafness, Autosomal Recessive 36, With or Without Vestibular Involvement	MESH:C567219	Deafness, Autosomal Recessive 36, Without Vestibular Involvement	MESH:C563815	Deafness, Autosomal Recessive 36, With or Without Vestibular Involvement
Deafness, autosomal recessive 24	OMIM:611022	Deafness, Autosomal Recessive 24	MESH:C567027	Deafness, Autosomal Recessive 24	OMIM:607584	Autosomal recessive spastic paraplegia type 24
DEAFNESS, AUTOSOMAL RECESSIVE 1B	OMIM:612645	Deafness, Autosomal Recessive 1B	MESH:C567213	Deafness, Autosomal Recessive 1B	OMIM:614437	Cutis Laxa, Autosomal Recessive, Type 1B
Deafness, autosomal recessive 1b	OMIM:612645	Deafness, Autosomal Recessive 1B	MESH:C567213	Deafness, Autosomal Recessive 1B	OMIM:614437	Cutis Laxa, Autosomal Recessive, Type 1B
DEAFNESS, AUTOSOMAL RECESSIVE 12, MODIFIER OF	OMIM:601386	Deafness, Autosomal Recessive 12	MESH:C563327	Deafness, Autosomal Recessive 12	OMIM:616080	Microcephaly 12, Primary, Autosomal Recessive
DEAFNESS, AUTOSOMAL RECESSIVE 104 (1 family)	OMIM:616515	Deafness, Autosomal Recessive 104; DFNB104	OMIM:601072	Deafness, Autosomal Recessive 8	OMIM:601869	Deafness, Autosomal Recessive 15
DEAFNESS, AUTOSOMAL RECESSIVE 103 (1 family)	OMIM:616042	Deafness, Autosomal Recessive 103	OMIM:601072	Deafness, Autosomal Recessive 8	OMIM:601869	Deafness, Autosomal Recessive 15
DEAFNESS, AUTOSOMAL RECESSIVE 102 (1 family)	OMIM:615974	Deafness, Autosomal Recessive 102	OMIM:601072	Deafness, Autosomal Recessive 8	OMIM:601869	Deafness, Autosomal Recessive 15
DEAFNESS, AUTOSOMAL RECESSIVE 101 (1 family)	OMIM:615837	Deafness, Autosomal Recessive 101	OMIM:601072	Deafness, Autosomal Recessive 8	OMIM:601869	Deafness, Autosomal Recessive 15
DEAFNESS, AUTOSOMAL DOMINANT, WITH PERIPHERAL NEUROPATHY	OMIM:165199	Optic Atrophy, Hearing Loss, and Peripheral Neuropathy, Autosomal Dominant	Orphanet:250932	Autosomal dominant optic atrophy and peripheral neuropathy	MESH:C563497	Optic Atrophy, Hearing Loss, and Peripheral Neuropathy, Autosomal Dominant
Deafness, autosomal dominant 9	OMIM:601369	Deafness, Autosomal Dominant 9	MESH:C563335	Deafness, Autosomal Dominant 9	OMIM:601162	Autosomal dominant spastic paraplegia type 9
Deafness, autosomal dominant 8/12
DEAFNESS, AUTOSOMAL DOMINANT 68 (1 family)	OMIM:124900	Deafness, Autosomal Dominant 1	OMIM:605594	Deafness, Autosomal Dominant 39, With Dentinogenesis Imperfecta 1	MESH:C565121	Deafness, Autosomal Dominant 1
DEAFNESS, AUTOSOMAL DOMINANT 65	OMIM:616044	Deafness, Autosomal Dominant 65	OMIM:610248	Deafness, Autosomal Recessive 65	OMIM:600965	Deafness, Autosomal Dominant 6
DEAFNESS, AUTOSOMAL DOMINANT 64	OMIM:614152	Deafness, Autosomal Dominant 64	OMIM:600965	Deafness, Autosomal Dominant 6	OMIM:606346	Deafness, Autosomal Dominant 22
Deafness, autosomal dominant 5	OMIM:600994	Deafness, Autosomal Dominant 5	MESH:C563410	Deafness, Autosomal Dominant 5	OMIM:600965	Deafness, Autosomal Dominant 6
DEAFNESS, AUTOSOMAL DOMINANT 4B (1 family)	OMIM:614614	Deafness, Autosomal Dominant 4B	OMIM:124900	Deafness, Autosomal Dominant 1	OMIM:605594	Deafness, Autosomal Dominant 39, With Dentinogenesis Imperfecta 1
Deafness, autosomal dominant 4A	OMIM:600652	Deafness, Autosomal Dominant 4A	MESH:C563460	Deafness, Autosomal Dominant 4A	OMIM:600965	Deafness, Autosomal Dominant 6
DEAFNESS, AUTOSOMAL DOMINANT 44 (1 family)	OMIM:607453	Deafness, Autosomal Dominant 44	MESH:C564399	Deafness, Autosomal Dominant 44	OMIM:124900	Deafness, Autosomal Dominant 1
Deafness, autosomal dominant 4	OMIM:600965	Deafness, Autosomal Dominant 6	OMIM:606346	Deafness, Autosomal Dominant 22	OMIM:600652	Deafness, Autosomal Dominant 4A
DEAFNESS, AUTOSOMAL DOMINANT 3B (1 family)	OMIM:612643	Deafness, Autosomal Dominant 3B	MESH:C567215	Deafness, Autosomal Dominant 3B	OMIM:124900	Deafness, Autosomal Dominant 1
Deafness, autosomal dominant 3B	OMIM:612643	Deafness, Autosomal Dominant 3B	MESH:C567215	Deafness, Autosomal Dominant 3B	OMIM:600965	Deafness, Autosomal Dominant 6
DEAFNESS, AUTOSOMAL DOMINANT 25	OMIM:605583	Deafness, Autosomal Dominant 25	MESH:C565319	Deafness, Autosomal Dominant 25	OMIM:613285	Deafness, Autosomal Recessive 25
Deafness, autosomal dominant 20/26
DEAFNESS, AUTOSOMAL DOMINANT 17	OMIM:603622	Deafness, Autosomal Dominant 17	MESH:C536432	Deafness, Autosomal Dominant 17	OMIM:608367	Myopia 17, Autosomal Dominant
Deafness, autosomal dominant 17	OMIM:603622	Deafness, Autosomal Dominant 17	MESH:C536432	Deafness, Autosomal Dominant 17	OMIM:608367	Myopia 17, Autosomal Dominant
Deafness, autosomal dominant 12	OMIM:601543	Deafness, Autosomal Dominant 12	MESH:C563295	Deafness, Autosomal Dominant 12	OMIM:609995	Myopia 12, Autosomal Dominant
DEAFNESS, AUTOSOMAL DOMINANT 1	OMIM:124900	Deafness, Autosomal Dominant 1	OMIM:605594	Deafness, Autosomal Dominant 39, With Dentinogenesis Imperfecta 1	MESH:C565121	Deafness, Autosomal Dominant 1
Deafness and male infertility	Orphanet:399994	Rare male infertility due to adrenal disorder of genetic origin	Orphanet:399998	Male infertility due to obstructive azoospermia of genetic origin	DOID:12336	male infertility
D-2-hydroxyglutaric aciduria 2	OMIM:613657	D-2-Hydroxyglutaric Aciduria 2	OMIM:614875	Metaphyseal chondromatosis with D-2-hydroxyglutaric aciduria	OMIM:600721	D-2-Hydroxyglutaric Aciduria 1
CZECH DYSPLASIA	OMIM:609162	Czech dysplasia, metatarsal type	MESH:C535766	Czech dysplasia, metatarsal type	OMIM:609324	Multiple epiphyseal dysplasia, with severe proximal femoral dysplasia
Cytochrome-c oxidase deficiency	OMIM:220110	cytochrome-c oxidase deficiency disease	DOID:3762	cytochrome-c oxidase deficiency disease	ZP:0003948	abnormal(ly) decreased occurrence cytochrome-c oxidase activity
Cystinuria, non-type I	OMIA:001614-9685	Vitamin D-deficiency rickets, non-type I, non-type II in domestic cat	OMIA:001614	Vitamin D-deficiency rickets, non-type I, non-type II	OMIA:000256-9615	Cystinuria, type I - A in dog
CYSTIC PARATHYROID ADENOMA, SOMATIC	DOID:7611	parathyroid oncocytic adenoma	DOID:7608	parathyroid adenoma	DOID:7610	mixed cell type adenoma of parathyroid
CYSTIC FIBROSIS LUNG DISEASE, MODIFIER OF	OMIM:603855	Cystic Fibrosis, Modifier Of, 1	OMIM:219600	Cystic Disease of Lung	MESH:C563237	Cystic Disease of Lung
CYSTATHIONINE BETA-SYNTHETASE POLYMORPHISM	OMIM:313480	Taqi Polymorphism	OMIM:107750	Arbitrary Restriction Polymorphism 1	OMIM:260100	Pa Polymorphism of Alpha-2-Globulin
CYPA6*2	OMIM:162000	Familial juvenile hyperuricemic nephropathy type 1	OMIM:613070	Liver Failure, Infantile, Transient	OMIM:222800	Bisphosphoglycerate Mutase Deficiency
CYP3A4-V
CYP3A4 PROMOTER POLYMORPHISM	OMIM:313480	Taqi Polymorphism	OMIM:107750	Arbitrary Restriction Polymorphism 1	OMIM:260100	Pa Polymorphism of Alpha-2-Globulin
CYP2E1*6 ALLELE	OMIM:162000	Familial juvenile hyperuricemic nephropathy type 1	OMIM:613070	Liver Failure, Infantile, Transient	OMIM:222800	Bisphosphoglycerate Mutase Deficiency
