model.iri	model.label	modGene.iri	modGene.label	disease.iri	disease.label
http://www.informatics.jax.org/accession/MGI:3576603	Mpz<tm1Msch>/Mpz<+> [involves: 129S7/SvEvBrd * C57BL/6]	http://www.informatics.jax.org/accession/MGI:103177	Mpz	http://purl.obolibrary.org/obo/OMIM_609136	[Peripheral Demyelinating Neuropathy, Central Dysmyelination, Waardenburg Syndrome, and Hirschsprung Disease,Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease]
http://www.informatics.jax.org/accession/MGI:5648371	Sox10<gt>/Sox10<gt> [GT/Le]	http://www.informatics.jax.org/accession/MGI:98358	Sox10	http://purl.obolibrary.org/obo/OMIM_609136	[Peripheral Demyelinating Neuropathy, Central Dysmyelination, Waardenburg Syndrome, and Hirschsprung Disease,Peripheral demyelinating neuropathy, central dysmyelination, Waardenburg syndrome, and Hirschsprung disease]
http://www.informatics.jax.org/accession/MGI:2682534	Slc6a9<tm1Betz>/Slc6a9<tm1Betz> [involves: 129P2/OlaHsd * C57BL/6]	http://www.informatics.jax.org/accession/MGI:95760	Slc6a9	http://purl.obolibrary.org/obo/OMIM_605899	[Glycine Encephalopathy,Non-ketotic hyperglycinemia,glycine encephalopathy]
http://www.informatics.jax.org/accession/MGI:5766287	Gldc<Gt(EUCG0001d02)Hmgu>/Gldc<Gt(EUCG0001d02)Hmgu> [B6.129P2-Gldc<Gt(EUCG0001d02)Hmgu>]	http://www.informatics.jax.org/accession/MGI:1341155	Gldc	http://purl.obolibrary.org/obo/OMIM_605899	[Glycine Encephalopathy,Non-ketotic hyperglycinemia,glycine encephalopathy]
http://www.informatics.jax.org/accession/MGI:5296910	Cacna1c<tm2Itl>/Cacna1c<+> [involves: 129S6/SvEvTac * C57BL/6J * C57BL/6NTac]	http://www.informatics.jax.org/accession/MGI:103013	Cacna1c	http://purl.obolibrary.org/obo/OMIM_601005	[Timothy Syndrome,Timothy syndrome]
http://www.informatics.jax.org/accession/MGI:3045592	Cyp27b1<tm1Star>/Cyp27b1<tm1Star> [involves: 129S1/Sv * 129X1/SvJ]	http://www.informatics.jax.org/accession/MGI:1098274	Cyp27b1	http://purl.obolibrary.org/obo/OMIM_264700	[Vitamin D Hydroxylation-Deficient Rickets, Type 1A,Vitamin D-dependent rickets, type 1,Hypocalcemic vitamin D-dependent rickets]
http://www.informatics.jax.org/accession/MGI:2658930	Cyp27b1<tm1Dgo>/Cyp27b1<tm1Dgo> [involves: 129S1/Sv * 129X1/SvJ * BALB/c]	http://www.informatics.jax.org/accession/MGI:1098274	Cyp27b1	http://purl.obolibrary.org/obo/OMIM_264700	[Vitamin D Hydroxylation-Deficient Rickets, Type 1A,Vitamin D-dependent rickets, type 1,Hypocalcemic vitamin D-dependent rickets]
http://www.informatics.jax.org/accession/MGI:4950564	Prpf3<tm1.1Eap>/Prpf3<tm1.1Eap> [involves: 129S6/SvEvTac * C57BL/6 * SJL]	http://www.informatics.jax.org/accession/MGI:1918017	Prpf3	http://purl.obolibrary.org/obo/OMIM_601414	[Retinitis Pigmentosa 18,Retinitis pigmentosa 18]
http://www.informatics.jax.org/accession/MGI:4950565	Prpf3<tm1.1Eap>/Prpf3<+> [involves: 129S6/SvEvTac * C57BL/6 * SJL]	http://www.informatics.jax.org/accession/MGI:1918017	Prpf3	http://purl.obolibrary.org/obo/OMIM_601414	[Retinitis Pigmentosa 18,Retinitis pigmentosa 18]
http://www.informatics.jax.org/accession/MGI:3528185	Myo6<sv>/Myo6<sv> [involves: B10.HA/(33NX)Sn * C57BL/6J]	http://www.informatics.jax.org/accession/MGI:104785	Myo6	http://purl.obolibrary.org/obo/OMIM_606346	[Deafness, Autosomal Dominant 22,Deafness, autosomal dominant 22,Progressive sensorineural hearing loss - hypertrophic cardiomyopathy]
http://www.informatics.jax.org/accession/MGI:3054824	Aipl1<tm1Visu>/Aipl1<tm1Visu> [involves: 129S1/Sv * 129X1/SvJ * C57BL/6J]	http://www.informatics.jax.org/accession/MGI:2148800	Aipl1	http://purl.obolibrary.org/obo/OMIM_604393	[Leber Congenital Amaurosis 4,Leber congenital amaurosis 4]
http://www.informatics.jax.org/accession/MGI:3054803	Aipl1<tm1Tili>/Aipl1<tm1Tili> [involves: 129S4/SvJae * C57BL/6]	http://www.informatics.jax.org/accession/MGI:2148800	Aipl1	http://purl.obolibrary.org/obo/OMIM_604393	[Leber Congenital Amaurosis 4,Leber congenital amaurosis 4]
http://www.informatics.jax.org/accession/MGI:3525209	Aipl1<tm1Mad>/Aipl1<tm1Mad> [involves: 129S7/SvEvBrd]	http://www.informatics.jax.org/accession/MGI:2148800	Aipl1	http://purl.obolibrary.org/obo/OMIM_604393	[Leber Congenital Amaurosis 4,Leber congenital amaurosis 4]
http://www.informatics.jax.org/accession/MGI:3758089	Tg(Camk2a-DISC1)10Asaw/0 [C57BL/6-Tg(Camk2a-DISC1)10Asaw]	http://www.ncbi.nlm.nih.gov/gene/27185	DISC1	http://purl.obolibrary.org/obo/OMIM_604906	Schizophrenia 9
http://www.informatics.jax.org/accession/MGI:5486680	Tg(Camk2a-DISC1)37Asaw/Tg(Camk2a-DISC1)37Asaw [C57BL/6-Tg(Camk2a-DISC1)37Asaw]	http://www.ncbi.nlm.nih.gov/gene/27185	DISC1	http://purl.obolibrary.org/obo/OMIM_604906	Schizophrenia 9
http://www.informatics.jax.org/accession/MGI:5486142	Tg(Camk2a-DISC1)37Asaw/0 [C57BL/6-Tg(Camk2a-DISC1)37Asaw]	http://www.ncbi.nlm.nih.gov/gene/27185	DISC1	http://purl.obolibrary.org/obo/OMIM_604906	Schizophrenia 9
http://www.informatics.jax.org/accession/MGI:3817313	Dym<Gt(GTR1.3)1Rul>/Dym<Gt(GTR1.3)1Rul> [involves: 129/Sv]	http://www.informatics.jax.org/accession/MGI:1918480	Dym	http://purl.obolibrary.org/obo/OMIM_607326	[Smith-Mccort Dysplasia 1,Smith McCort dysplasia]
http://zfin.org/ZDB-FISH-160413-16	WT; ddx11<MO2-ddx11>	http://www.ncbi.nlm.nih.gov/gene/492353	ddx11	http://purl.obolibrary.org/obo/OMIM_613398	[Warsaw Breakage Syndrome,Warsaw breakage syndrome]
http://zfin.org/ZDB-FISH-160413-15	WT; ddx11<MO1-ddx11>	http://www.ncbi.nlm.nih.gov/gene/492353	ddx11	http://purl.obolibrary.org/obo/OMIM_613398	[Warsaw Breakage Syndrome,Warsaw breakage syndrome]
http://www.informatics.jax.org/accession/MGI:2655647	Tnxb<tm1Jbrs>/Tnxb<tm1Jbrs> [involves: 129X1/SvJ * C57BL/6 * FVB]	http://www.informatics.jax.org/accession/MGI:1932137	Tnxb	http://purl.obolibrary.org/obo/OMIM_606408	[Ehlers-Danlos Syndrome Due to Tenascin-X Deficiency,Ehlers-Danlos-like syndrome due to tenascin-X deficiency,Ehlers-Danlos syndrome due to tenascin-X deficiency]
http://www.informatics.jax.org/accession/MGI:5086009	Amer1<tm1.1Nbar>/0; Tg(Prrx1-cre)1Cjt/0 [involves: 129S4/SvJae * C57BL/6 * SJL]	http://www.informatics.jax.org/accession/MGI:1919595	Amer1	http://purl.obolibrary.org/obo/OMIM_300373	[Osteopathia Striata With Cranial Sclerosis,Osteopathia striata with cranial sclerosis,Osteopathia striata - cranial sclerosis]
http://www.informatics.jax.org/accession/MGI:5086005	Amer1<tm1.2Nbar>/0 [involves: 129S4/SvJae * C57BL/6 * CD-1 * SJL]	http://www.informatics.jax.org/accession/MGI:1919595	Amer1	http://purl.obolibrary.org/obo/OMIM_300373	[Osteopathia Striata With Cranial Sclerosis,Osteopathia striata with cranial sclerosis,Osteopathia striata - cranial sclerosis]
http://www.informatics.jax.org/accession/MGI:3717637	Efnb1<tm1.1Sor>/Efnb1<+> [involves: 129S4/SvJaeSor * C57BL/6]	http://www.informatics.jax.org/accession/MGI:102708	Efnb1	http://purl.obolibrary.org/obo/OMIM_304110	[Craniofrontonasal Syndrome,Craniofrontonasal dysplasia,craniofrontonasal syndrome]
http://www.informatics.jax.org/accession/MGI:2664326	Col11a2<tm1Mne>/Col11a2<tm1Mne> [FVB.129-Col11a2<tm1Mne>]	http://www.informatics.jax.org/accession/MGI:88447	Col11a2	http://purl.obolibrary.org/obo/OMIM_184840	[Stickler Syndrome, Type 3,Stickler syndrome, type 3,Stickler syndrome type 3]
http://www.informatics.jax.org/accession/MGI:3829009	Ptrf<tm1Pfp>/Ptrf<tm1Pfp> [involves: 129S6/SvEvTac * C57BL/6]	http://www.informatics.jax.org/accession/MGI:1277968	Ptrf	http://purl.obolibrary.org/obo/OMIM_613327	[Lipodystrophy, Congenital Generalized, Type 4,Lipodystrophy, congenital generalized, type 4,Generalized congenital lipodystrophy with myopathy]
http://www.informatics.jax.org/accession/MGI:2662270	Slc27a4<wrfr>/Slc27a4<wrfr> [involves: 129 * C57BL/6J]	http://www.informatics.jax.org/accession/MGI:1347347	Slc27a4	http://purl.obolibrary.org/obo/OMIM_275210	[Restrictive Dermopathy, Lethal,Lethal tight skin contracture syndrome,Restrictive dermopathy]
http://www.informatics.jax.org/accession/MGI:2670851	Slc27a4<tm1Wsr>/Slc27a4<tm1Wsr> [involves: 129P2/OlaHsd * C57BL/6]	http://www.informatics.jax.org/accession/MGI:1347347	Slc27a4	http://purl.obolibrary.org/obo/OMIM_275210	[Restrictive Dermopathy, Lethal,Lethal tight skin contracture syndrome,Restrictive dermopathy]
http://www.informatics.jax.org/accession/MGI:3042286	Fst<tm1Zuk>/Fst<tm1Zuk> [involves: 129S7/SvEvBrd * C57BL/6]	http://www.informatics.jax.org/accession/MGI:95586	Fst	http://purl.obolibrary.org/obo/OMIM_275210	[Restrictive Dermopathy, Lethal,Lethal tight skin contracture syndrome,Restrictive dermopathy]
http://www.informatics.jax.org/accession/MGI:3042284	Fst<tm1Zuk>/Fst<tm1Zuk> [involves: 129S7/SvEvBrd]	http://www.informatics.jax.org/accession/MGI:95586	Fst	http://purl.obolibrary.org/obo/OMIM_275210	[Restrictive Dermopathy, Lethal,Lethal tight skin contracture syndrome,Restrictive dermopathy]
http://www.informatics.jax.org/accession/MGI:5446426	Dnah11<b2b1775Clo>/Dnah11<b2b1775Clo> [C57BL/6J-Dnah11<b2b1775Clo>]	http://www.informatics.jax.org/accession/MGI:1100864	Dnah11	http://purl.obolibrary.org/obo/OMIM_611884	[Ciliary Dyskinesia, Primary, 7,Ciliary dyskinesia, primary, 7]
http://www.informatics.jax.org/accession/MGI:5317649	Dnah11<b2b1279Clo>/Dnah11<b2b1279Clo> [C57BL/6J-Dnah11<b2b1279Clo>]	http://www.informatics.jax.org/accession/MGI:1100864	Dnah11	http://purl.obolibrary.org/obo/OMIM_611884	[Ciliary Dyskinesia, Primary, 7,Ciliary dyskinesia, primary, 7]
http://www.informatics.jax.org/accession/MGI:5512643	Dnah11<b2b2349Clo>/Dnah11<b2b2349Clo> [C57BL/6J-Dnah11<b2b2349Clo>]	http://www.informatics.jax.org/accession/MGI:1100864	Dnah11	http://purl.obolibrary.org/obo/OMIM_611884	[Ciliary Dyskinesia, Primary, 7,Ciliary dyskinesia, primary, 7]
http://www.informatics.jax.org/accession/MGI:5437114	Dnah11<b2b1289Clo>/Dnah11<b2b1289Clo> [C57BL/6J-Dnah11<b2b1289Clo>]	http://www.informatics.jax.org/accession/MGI:1100864	Dnah11	http://purl.obolibrary.org/obo/OMIM_611884	[Ciliary Dyskinesia, Primary, 7,Ciliary dyskinesia, primary, 7]
http://www.informatics.jax.org/accession/MGI:5312336	Dnah11<b2b598Clo>/Dnah11<b2b598Clo> [C57BL/6J-Dnah11<b2b598Clo>]	http://www.informatics.jax.org/accession/MGI:1100864	Dnah11	http://purl.obolibrary.org/obo/OMIM_611884	[Ciliary Dyskinesia, Primary, 7,Ciliary dyskinesia, primary, 7]
http://www.informatics.jax.org/accession/MGI:5437752	Dnah11<b2b1727Clo>/Dnah11<b2b1727Clo> [C57BL/6J-Dnah11<b2b1727Clo>]	http://www.informatics.jax.org/accession/MGI:1100864	Dnah11	http://purl.obolibrary.org/obo/OMIM_611884	[Ciliary Dyskinesia, Primary, 7,Ciliary dyskinesia, primary, 7]
http://www.informatics.jax.org/accession/MGI:5318339	Dnah11<b2b1203Clo>/Dnah11<b2b1203Clo> [C57BL/6J-Dnah11<b2b1203Clo>]	http://www.informatics.jax.org/accession/MGI:1100864	Dnah11	http://purl.obolibrary.org/obo/OMIM_611884	[Ciliary Dyskinesia, Primary, 7,Ciliary dyskinesia, primary, 7]
http://www.informatics.jax.org/accession/MGI:2172625	Dnah11<iv>/Dnah11<iv> [involves: C3H]	http://www.informatics.jax.org/accession/MGI:1100864	Dnah11	http://purl.obolibrary.org/obo/OMIM_611884	[Ciliary Dyskinesia, Primary, 7,Ciliary dyskinesia, primary, 7]
http://www.informatics.jax.org/accession/MGI:3513118	Mitf<Mi>/Mitf<Mi> [Not Specified]	http://www.informatics.jax.org/accession/MGI:104554	Mitf	http://purl.obolibrary.org/obo/OMIM_103500	[Tietz Syndrome,Tietz syndrome]
http://www.informatics.jax.org/accession/MGI:2686998	Mitf<Rorp>/Mitf<+> [involves: BALB/cAnN * C3H/HeN]	http://www.informatics.jax.org/accession/MGI:104554	Mitf	http://purl.obolibrary.org/obo/OMIM_103500	[Tietz Syndrome,Tietz syndrome]
http://www.informatics.jax.org/accession/MGI:2686997	Mitf<Rorp>/Mitf<Rorp> [involves: BALB/cAnN * C3H/HeN]	http://www.informatics.jax.org/accession/MGI:104554	Mitf	http://purl.obolibrary.org/obo/OMIM_103500	[Tietz Syndrome,Tietz syndrome]
http://www.informatics.jax.org/accession/MGI:2686996	Mitf<Mi-H>/Mitf<Rorp> [involves: BALB/cAnN * C3H/HeN]	http://www.informatics.jax.org/accession/MGI:104554	Mitf	http://purl.obolibrary.org/obo/OMIM_103500	[Tietz Syndrome,Tietz syndrome]
http://www.informatics.jax.org/accession/MGI:2686995	Mitf<Mi-H>/Mitf<+> [involves: BALB/cAnN * C3H/HeN]	http://www.informatics.jax.org/accession/MGI:104554	Mitf	http://purl.obolibrary.org/obo/OMIM_103500	[Tietz Syndrome,Tietz syndrome]
http://www.informatics.jax.org/accession/MGI:2686994	Mitf<Mi-H>/Mitf<Mi-H> [involves: BALB/cAnN * C3H/HeN]	http://www.informatics.jax.org/accession/MGI:104554	Mitf	http://purl.obolibrary.org/obo/OMIM_103500	[Tietz Syndrome,Tietz syndrome]
http://www.informatics.jax.org/accession/MGI:2662973	Mitf<Mi-Crc>/Mitf<+> [CBA/CaCrc]	http://www.informatics.jax.org/accession/MGI:104554	Mitf	http://purl.obolibrary.org/obo/OMIM_103500	[Tietz Syndrome,Tietz syndrome]
http://www.informatics.jax.org/accession/MGI:3044414	Mitf<Mi-wh>/Mitf<+> [involves: C57BL * DBA]	http://www.informatics.jax.org/accession/MGI:104554	Mitf	http://purl.obolibrary.org/obo/OMIM_103500	[Tietz Syndrome,Tietz syndrome]
http://www.informatics.jax.org/accession/MGI:3044413	Mitf<Mi-wh>/Mitf<Mi-wh> [involves: C57BL * DBA]	http://www.informatics.jax.org/accession/MGI:104554	Mitf	http://purl.obolibrary.org/obo/OMIM_103500	[Tietz Syndrome,Tietz syndrome]
http://www.informatics.jax.org/accession/MGI:2663064	Mitf<Mi-wh>/Mitf<mi-x> [NZB/Mac]	http://www.informatics.jax.org/accession/MGI:104554	Mitf	http://purl.obolibrary.org/obo/OMIM_103500	[Tietz Syndrome,Tietz syndrome]
http://www.informatics.jax.org/accession/MGI:2663063	Mitf<mi-x>/Mitf<mi-x> [NZB/Mac]	http://www.informatics.jax.org/accession/MGI:104554	Mitf	http://purl.obolibrary.org/obo/OMIM_103500	[Tietz Syndrome,Tietz syndrome]
http://www.informatics.jax.org/accession/MGI:3587636	Mitf<mi-enu122>/Mitf<+> [involves: 102 * C3H]	http://www.informatics.jax.org/accession/MGI:104554	Mitf	http://purl.obolibrary.org/obo/OMIM_103500	[Tietz Syndrome,Tietz syndrome]
http://www.informatics.jax.org/accession/MGI:3587635	Mitf<mi-enu122>/Mitf<mi-enu122> [involves: 102 * C3H]	http://www.informatics.jax.org/accession/MGI:104554	Mitf	http://purl.obolibrary.org/obo/OMIM_103500	[Tietz Syndrome,Tietz syndrome]
http://www.informatics.jax.org/accession/MGI:2662939	Mitf<Mi-Crc>/Mitf<Mi-Crc> [CBA/CaCrc]	http://www.informatics.jax.org/accession/MGI:104554	Mitf	http://purl.obolibrary.org/obo/OMIM_103500	[Tietz Syndrome,Tietz syndrome]
http://www.informatics.jax.org/accession/MGI:4819724	Tg(Myh6-TNNT2*R141W)#Ajm/0 [involves: C3H * C57BL/6 * ICR]	http://www.ncbi.nlm.nih.gov/gene/7139	TNNT2	http://purl.obolibrary.org/obo/OMIM_601494	[Cardiomyopathy, Dilated, 1D,Left ventricular noncompaction 6]
http://www.informatics.jax.org/accession/MGI:3804499	Tnnt2<tm2Mmto>/Tnnt2<+> [involves: 129S/SvEv * C57BL/6]	http://www.informatics.jax.org/accession/MGI:104597	Tnnt2	http://purl.obolibrary.org/obo/OMIM_601494	[Cardiomyopathy, Dilated, 1D,Left ventricular noncompaction 6]
http://www.informatics.jax.org/accession/MGI:3804498	Tnnt2<tm2Mmto>/Tnnt2<tm2Mmto> [involves: 129S/SvEv * C57BL/6]	http://www.informatics.jax.org/accession/MGI:104597	Tnnt2	http://purl.obolibrary.org/obo/OMIM_601494	[Cardiomyopathy, Dilated, 1D,Left ventricular noncompaction 6]
http://www.informatics.jax.org/accession/MGI:5576171	Tg(Myh6-TNNT2*R141W)#Lian/0 [involves: C57BL/6J]	http://www.ncbi.nlm.nih.gov/gene/7139	TNNT2	http://purl.obolibrary.org/obo/OMIM_601494	[Cardiomyopathy, Dilated, 1D,Left ventricular noncompaction 6]
http://www.informatics.jax.org/accession/MGI:3624520	Dnah5<Tg1Htz>/Dnah5<Tg1Htz> [involves: C57BL/6 * CBA/J]	http://www.informatics.jax.org/accession/MGI:107718	Dnah5	http://purl.obolibrary.org/obo/OMIM_608644	[Ciliary Dyskinesia, Primary, 3,Ciliary dyskinesia, primary, 3]
http://www.informatics.jax.org/accession/MGI:5430346	Dnah5<b2b1565Clo>/Dnah5<b2b1565Clo> [C57BL/6J-Dnah5<b2b1565Clo>]	http://www.informatics.jax.org/accession/MGI:107718	Dnah5	http://purl.obolibrary.org/obo/OMIM_608644	[Ciliary Dyskinesia, Primary, 3,Ciliary dyskinesia, primary, 3]
http://www.informatics.jax.org/accession/MGI:5311158	Dnah5<b2b601Clo>/Dnah5<b2b601Clo> [C57BL/6J-Dnah5<b2b601Clo>]	http://www.informatics.jax.org/accession/MGI:107718	Dnah5	http://purl.obolibrary.org/obo/OMIM_608644	[Ciliary Dyskinesia, Primary, 3,Ciliary dyskinesia, primary, 3]
http://www.informatics.jax.org/accession/MGI:5285617	Dnah5<b2b016Clo>/Dnah5<b2b016Clo> [C57BL/6J-Dnah5<b2b016Clo>]	http://www.informatics.jax.org/accession/MGI:107718	Dnah5	http://purl.obolibrary.org/obo/OMIM_608644	[Ciliary Dyskinesia, Primary, 3,Ciliary dyskinesia, primary, 3]
http://www.informatics.jax.org/accession/MGI:5433327	Dnah5<b2b1537Clo>/Dnah5<b2b1537Clo> [C57BL/6J-Dnah5<b2b1537Clo>]	http://www.informatics.jax.org/accession/MGI:107718	Dnah5	http://purl.obolibrary.org/obo/OMIM_608644	[Ciliary Dyskinesia, Primary, 3,Ciliary dyskinesia, primary, 3]
http://www.informatics.jax.org/accession/MGI:5313323	Dnah5<b2b1003Clo>/Dnah5<b2b1003Clo> [C57BL/6J-Dnah5<b2b1003Clo>]	http://www.informatics.jax.org/accession/MGI:107718	Dnah5	http://purl.obolibrary.org/obo/OMIM_608644	[Ciliary Dyskinesia, Primary, 3,Ciliary dyskinesia, primary, 3]
http://www.informatics.jax.org/accession/MGI:5296754	Dnah5<b2b002Clo>/Dnah5<b2b002Clo> [C57BL/6J-Dnah5<b2b002Clo>]	http://www.informatics.jax.org/accession/MGI:107718	Dnah5	http://purl.obolibrary.org/obo/OMIM_608644	[Ciliary Dyskinesia, Primary, 3,Ciliary dyskinesia, primary, 3]
http://www.informatics.jax.org/accession/MGI:3778526	Dnah5<hlb612>/Dnah5<hlb612> [involves: C57BL/6J]	http://www.informatics.jax.org/accession/MGI:107718	Dnah5	http://purl.obolibrary.org/obo/OMIM_608644	[Ciliary Dyskinesia, Primary, 3,Ciliary dyskinesia, primary, 3]
http://www.informatics.jax.org/accession/MGI:5554212	Dnah5<b2b2395Clo>/Dnah5<b2b2395Clo> [C57BL/6J-Dnah5<b2b2395Clo>]	http://www.informatics.jax.org/accession/MGI:107718	Dnah5	http://purl.obolibrary.org/obo/OMIM_608644	[Ciliary Dyskinesia, Primary, 3,Ciliary dyskinesia, primary, 3]
http://www.informatics.jax.org/accession/MGI:5314017	Dnah5<b2b1154Clo>/Dnah5<b2b1154Clo> [C57BL/6J-Dnah5<b2b1154Clo>]	http://www.informatics.jax.org/accession/MGI:107718	Dnah5	http://purl.obolibrary.org/obo/OMIM_608644	[Ciliary Dyskinesia, Primary, 3,Ciliary dyskinesia, primary, 3]
http://www.informatics.jax.org/accession/MGI:5314016	Dnah5<b2b1134Clo>/Dnah5<b2b1134Clo> [C57BL/6J-Dnah5<b2b1134Clo>]	http://www.informatics.jax.org/accession/MGI:107718	Dnah5	http://purl.obolibrary.org/obo/OMIM_608644	[Ciliary Dyskinesia, Primary, 3,Ciliary dyskinesia, primary, 3]
http://www.informatics.jax.org/accession/MGI:3044685	Amacr<tm1Jkh>/Amacr<tm1Jkh> [involves: 129S1/Sv * 129X1/SvJ]	http://www.informatics.jax.org/accession/MGI:1098273	Amacr	http://purl.obolibrary.org/obo/OMIM_614307	[Alpha-Methylacyl-Coa Racemase Deficiency,Alpha-methylacyl-CoA racemase deficiency]
http://www.informatics.jax.org/accession/MGI:2175132	Myo15<sh2-2J>/Myo15<sh2-2J> [involves: STOCK Rb(16.17)7Bnr]	http://www.informatics.jax.org/accession/MGI:1261811	Myo15	http://purl.obolibrary.org/obo/OMIM_600316	[Deafness, Autosomal Recessive 3,Deafness, autosomal recessive 3]
http://www.informatics.jax.org/accession/MGI:3707399	Prf1<tm1Sdz>/Prf1<tm1Sdz> [C57BL/6-Prf1<tm1Sdz>/J]	http://www.informatics.jax.org/accession/MGI:97551	Prf1	http://purl.obolibrary.org/obo/OMIM_603553	[Hemophagocytic Lymphohistiocytosis, Familial, 2,Hemophagocytic lymphohistiocytosis, familial, 2]
http://www.informatics.jax.org/accession/MGI:5695543	Alx4<Lst-2J>/Alx4<Lst-2J> [C57BL/6J-Alx4<Lst-2J>/J]	http://www.informatics.jax.org/accession/MGI:108359	Alx4	http://purl.obolibrary.org/obo/OMIM_613451	[Frontonasal Dysplasia 2,Frontonasal dysplasia 2,Frontonasal dysplasia with alopecia and genital anomaly]
http://www.informatics.jax.org/accession/MGI:3051788	Ube2a<tm1Agr>/0 [involves: 129P2/OlaHsd * FVB/N]	http://www.informatics.jax.org/accession/MGI:102959	Ube2a	http://purl.obolibrary.org/obo/OMIM_300860	[Mental Retardation, X-Linked, Syndromic, Nascimento Type,Syndromic mental retardation, Nascimento type, X-linked,X-linked intellectual disability, Nascimento type]
http://www.informatics.jax.org/accession/MGI:3757644	Spr<tm1Spo>/Spr<tm1Spo> [involves: 129 * C57BL/6]	http://www.informatics.jax.org/accession/MGI:103078	Spr	http://purl.obolibrary.org/obo/OMIM_612716	[Dystonia, Dopa-Responsive, Due to Sepiapterin Reductase Deficiency,Sepiapterin reductase deficiency,Dopa-responsive dystonia due to sepiapterin reductase deficiency]
http://www.informatics.jax.org/accession/MGI:5605714	Prom1<rd19>/Prom1<rd19> [B6.BXD83-Prom1<rd19>/Boc]	http://www.informatics.jax.org/accession/MGI:1100886	Prom1	http://purl.obolibrary.org/obo/OMIM_612095	[Retinitis Pigmentosa 41,Retinitis pigmentosa 41]
http://www.informatics.jax.org/accession/MGI:3838535	Prom1<tm1Pec>/Prom1<tm1Pec> [B6.129-Prom1<tm1Pec>]	http://www.informatics.jax.org/accession/MGI:1100886	Prom1	http://purl.obolibrary.org/obo/OMIM_612095	[Retinitis Pigmentosa 41,Retinitis pigmentosa 41]
http://www.informatics.jax.org/accession/MGI:4361283	Tbx22<tm1.1Sta>/Tbx22<tm1.1Sta> [involves: 129/Sv * CD-1]	http://www.informatics.jax.org/accession/MGI:2389465	Tbx22	http://purl.obolibrary.org/obo/OMIM_303400	[Cleft Palate With or Without Ankyloglossia, X-Linked,Cleft palate X-linked,X-linked cleft palate and ankyloglossia]
http://www.informatics.jax.org/accession/MGI:4361326	Tbx22<tm1.1Sta>/0 [involves: 129/Sv * CD-1]	http://www.informatics.jax.org/accession/MGI:2389465	Tbx22	http://purl.obolibrary.org/obo/OMIM_303400	[Cleft Palate With or Without Ankyloglossia, X-Linked,Cleft palate X-linked,X-linked cleft palate and ankyloglossia]
http://www.informatics.jax.org/accession/MGI:3531186	Nod2<tm1Mka>/Nod2<tm1Mka> [involves: C57BL/6]	http://www.informatics.jax.org/accession/MGI:2429397	Nod2	http://purl.obolibrary.org/obo/OMIM_266600	Inflammatory Bowel Disease 1
http://www.informatics.jax.org/accession/MGI:2676253	Ndp<tm1Wbrg>/0 [involves: 129P2/OlaHsd * C57BL/6]	http://www.informatics.jax.org/accession/MGI:102570	Ndp	http://purl.obolibrary.org/obo/OMIM_305390	[Exudative Vitreoretinopathy 2, X-Linked,Familial exudative vitreoretinopathy, X-linked]
http://www.informatics.jax.org/accession/MGI:5529078	Col1a1<tm1(hs1473-PITX1)Smun>/Col1a1<+> [involves: C57BL/6N]	http://www.informatics.jax.org/accession/MGI:88467	Col1a1	http://purl.obolibrary.org/obo/OMIM_186550	[Liebenberg Syndrome,Brachydactyly - elbow wrist dysplasia]
http://www.informatics.jax.org/accession/MGI:5529078	Col1a1<tm1(hs1473-PITX1)Smun>/Col1a1<+> [involves: C57BL/6N]	http://www.ncbi.nlm.nih.gov/gene/5307	PITX1	http://purl.obolibrary.org/obo/OMIM_186550	[Liebenberg Syndrome,Brachydactyly - elbow wrist dysplasia]
http://www.informatics.jax.org/accession/MGI:2177312	Tmc1<dn>/Tmc1<dn> [STOCK Grhl3<ct>/J]	http://www.informatics.jax.org/accession/MGI:2151016	Tmc1	http://purl.obolibrary.org/obo/OMIM_606705	[Deafness, Autosomal Dominant 36,Deafness, autosomal dominant 36]
http://www.informatics.jax.org/accession/MGI:2177313	Tmc1<dn>/Tmc1<dn> [involves: STOCK Grhl3<ct> * M. m. molossinus]	http://www.informatics.jax.org/accession/MGI:2151016	Tmc1	http://purl.obolibrary.org/obo/OMIM_606705	[Deafness, Autosomal Dominant 36,Deafness, autosomal dominant 36]
http://www.informatics.jax.org/accession/MGI:2177316	Tmc1<Mhdabth>/Tmc1<+> [C3HeB/FeJ-Tmc1<Mhdabth>/Ieg]	http://www.informatics.jax.org/accession/MGI:2151016	Tmc1	http://purl.obolibrary.org/obo/OMIM_606705	[Deafness, Autosomal Dominant 36,Deafness, autosomal dominant 36]
http://www.informatics.jax.org/accession/MGI:3695740	Ctsk<tm1Psa>/Ctsk<tm1Psa> [involves: 129X1/SvJ * C57BL/6J]	http://www.informatics.jax.org/accession/MGI:107823	Ctsk	http://purl.obolibrary.org/obo/OMIM_265800	[Pycnodysostosis,Pyknodysostosis,pycnodysostosis]
http://www.informatics.jax.org/accession/MGI:3698527	Ctsk<tm1Ypl>/Ctsk<tm1Ypl> [129S4/SvJae-Ctsk<tm1Ypl>]	http://www.informatics.jax.org/accession/MGI:107823	Ctsk	http://purl.obolibrary.org/obo/OMIM_265800	[Pycnodysostosis,Pyknodysostosis,pycnodysostosis]
