disease	disease_label	model_gene	gene_label	model_gene_taxon	owlsim_score	owlsim_rank	models	disease_pheno_count	disease_gene_count	modgene_pheno_count	isLeafNode
OMIM:125852	Diabetes mellitus, insulin-dependent, 2	MGI:96765	Ldlr	Mouse	34		1	1	2	74	true
OMIM:186550	Liebenberg Syndrome	MGI:88467	Col1a1	Mouse	43		1	16	1	325	true
OMIM:600807	Asthma, susceptibility to	MGI:96615	Itgb6	Mouse	38		1	1	13	12	true
OMIM:126200	Multiple Sclerosis, Susceptibility to	MGI:97551	Prf1	Mouse	31		1	10	7	79	true
OMIM:221770	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy	MGI:1277211	Tyrobp	Mouse	41		1	47	2	54	true
OMIM:613646	Methylmalonic aciduria due to transcobalamin receptor defect	MGI:1860083	Cd320	Mouse	34		1	1	1	7	true
OMIM:612109	Oculoauricular Syndrome	MGI:107178	Hmx1	Mouse	32		2	10	1	13	true
OMIM:610188	Joubert syndrome 5	MGI:2384917	Cep290	Mouse	45		2	19	1	53	true
OMIM:601382	Charcot-Marie-Tooth disease, type 4B1	MGI:1924366	Mtmr2	Mouse	38		2	11	1	13	true
OMIM:130000	Ehlers-Danlos syndrome, classic type	MGI:1328364	Fmod	Mouse	42		1	86	9	8	false
OMIM:105580	Anal Canal Carcinoma	MGI:98728	Tgfbr1	Mouse	12		1	3	0	46	false
OMIM:242900	Schimke immuno-osseous dysplasia	MGI:1859183	Smarcal1	Mouse	39		1	44	1	18	true
DOID:1088	meningocele	ZFIN:ZDB-GENE-080716-1	tmem67	Zebrafish	40		1	154	2	23	false
OMIM:312870	Simpson-Golabi-Behmel syndrome	MGI:95891	H19	Mouse	23		1	143	4	8	false
OMIM:181500	Schizophrenia	MGI:1201690	Map6	Mouse	25		3	5	18	14	true
OMIM:114480	Familial cancer of breast	MGI:1206581	Pik3ca	Mouse	42		2	1	28	64	true
OMIM:234500	Hartnup Disorder	MGI:1921588	Slc6a19	Mouse	40		1	43	1	10	true
OMIM:168601	Parkinson disease 1	MGI:1277151	Snca	Mouse	29		7	13	1	16	true
OMIM:608516	Major depressive disorder	MGI:2651811	Tph2	Mouse			1	0	3	35	true
OMIM:613282	NAFLD1	MGI:99457	Mc4r	Mouse	61		1	1	0	41	true
OMIM:130700	Emphysema, Hereditary Pulmonary	MGI:95489	Fbn1	Mouse	53		4	3	0	131	true
OMIM:181500	Schizophrenia	MGI:2447658	Disc1	Mouse	24		5	5	18	41	true
OMIM:229600	Fructose Intolerance, Hereditary	MGI:87995	Aldob	Mouse	39		1	29	1	9	true
OMIM:248510	Beta-D-mannosidosis	MGI:88175	Manba	Mouse	32		1	43	3	15	false
DOID:10907	microcephaly	ZFIN:ZDB-GENE-041114-166	mfsd2aa	Zebrafish	20		1	2649	117	8	false
OMIM:176270	Prader-Willi syndrome	MGI:1351648	Magel2	Mouse	44		1	198	35	22	false
OMIM:613000	Palmoplantar keratoderma, nonepidermolytic, focal	MGI:96690	Krt16	Mouse	51		1	1	2	13	true
OMIM:606391	Maturity-Onset Diabetes of the Young	MGI:102851	Pdx1	Mouse			1	0	2	61	true
OMIM:155255	medulloblastoma	MGI:1345643	Sufu	Mouse	45		1	52	46	61	false
OMIM:120100	Familial cold urticaria	MGI:96897	Lyz2	Mouse	40		1	15	1	16	true
OMIM:114550	Hepatocellular carcinoma	ZFIN:ZDB-GENE-000920-1	edn1	Zebrafish	24		1	112	215	112	false
OMIM:263200	Autosomal recessive polycystic kidney disease	MGI:97303	Nek1	Mouse	49		2	37	6	32	false
OMIM:270150	Sjogren's syndrome	MGI:1101059	Tnfrsf9	Mouse	50		1	183	0	19	true
OMIM:135100	fibrodysplasia ossificans progressiva	MGI:87911	Acvr1	Mouse	46		1	54	1	79	false
OMIM:303600	Coffin-Lowry Syndrome	MGI:104557	Rps6ka3	Mouse	46		5	107	1	42	true
OMIM:209850	Autism	MGI:1347075	Nbea	Mouse	35		1	12	5	26	true
OMIM:137760	primary open angle glaucoma	MGI:1918898	Optn	Mouse			1	2	9	6	false
OMIM:166760	Otitis Media, Susceptibility to	MGI:1914921	Rpl38	Mouse	39		1	1	0	99	true
OMIM:608089	Endometrial Cancer	MGI:1341870	Stk11	Mouse	56		1	1	7	131	true
DOID:3191	nemaline myopathy	ZFIN:ZDB-GENE-041111-216	neb	Zebrafish	34		3	222	32	21	false
OMIM:153800	Age-related macular degeneration 2	MGI:2685028	Rdh8	Mouse	28		1	1	2	1	true
OMIM:232800	Glycogen Storage Disease 7	MGI:106918	Hif1a	Mouse	45		1	40	2	160	false
OMIM:125853	type 2 diabetes mellitus	MGI:2673307	Mafa	Mouse	42		1	473	168	8	false
OMIM:222100	IDDM	MGI:2445054	Senp1	Mouse	58		1	7	7	51	true
OMIM:119800	clubfoot	MGI:2671601	skc3	Mouse	36		1	66	2	6	false
OMIM:209850	Autism	MGI:96624	Itpr3	Mouse	28		1	12	5	25	true
OMIM:601665	Obesity	MGI:101909	Gpr12	Mouse	34		1	2026	323	14	false
OMIM:181500	Schizophrenia	MGI:107172	Ppp3r1	Mouse	20		1	5	18	42	true
OMIM:162830	Hereditary neutrophilia	MGI:1339755	Csf3r	Mouse	24		1	4	1	16	true
OMIM:194050	Williams-Beuren syndrome	MGI:1202722	Gtf2i	Mouse	35		2	250	9	30	false
OMIM:191900	Familial amyloid nephropathy with urticaria AND deafness	MGI:2653833	Nlrp3	Mouse	51		5	39	1	91	true
OMIM:272120	sudden infant death syndrome	MGI:96285	Slc6a4	Mouse	43		1	108	6	36	true
OMIM:211980	Lung Cancer	MGI:95294	Egfr	Mouse	29		2	1	16	165	true
OMIM:200400	Achalasia, Familial Esophageal	MGI:97360	Nos1	Mouse	54		1	38	3	111	true
OMIM:260350	Carcinoma of pancreas	MGI:1328312	Ptf1a	Mouse	39		4	1	7	25	true
DOID:332	amyotrophic lateral sclerosis	ZFIN:ZDB-GENE-050321-1	hsp70l	Zebrafish	22		2	341	124	47	false
OMIM:222100	IDDM	MGI:96556	Il4	Mouse	40		2	7	7	61	true
OMIM:603075	Age-related macular degeneration 1	MGI:98935	Vldlr	Mouse			1	0	9	33	true
OMIM:302960	Chondrodysplasia Punctata 2, X-Linked Dominant	MGI:107822	Ebp	Mouse	29		1	60	1	14	true
DOID:0060171	Dravet Syndrome	ZFIN:ZDB-GENE-060906-1	scn1lab	Zebrafish			2	0	0	17	true
OMIM:274150	Thrombotic Thrombocytopenic Purpura, Congenital	MGI:2685556	Adamts13	Mouse	43		1	15	1	10	true
OMIM:104300	Alzheimer Disease	MGI:1202717	Psen1	Mouse	41		19	5	14	122	true
OMIM:224410	Dyssegmental dysplasia, Silverman-Handmaker type	MGI:96257	Hspg2	Mouse	51		2	31	1	122	true
OMIM:116860	Cerebral Cavernous Malformations	MGI:2384924	Ccm2	Mouse	38		1	8	1	68	true
OMIM:535000	Leber's optic atrophy	MGI:102495	mt-Nd6	Mouse	44		1	45	11	14	false
OMIM:214800	CHARGE association	MGI:2448567	Chd2	Mouse	47		1	164	2	82	true
OMIM:604370	Breast-Ovarian Cancer, Familial, Susceptibility To, 1	MGI:98834	Trp53	Mouse	46		3	1	7	271	true
OMIM:119800	clubfoot	MGI:2385368	Fras1	Mouse	39		1	66	2	48	false
OMIM:181500	Schizophrenia	MGI:1856704	ckr	Mouse	20		1	5	18	22	true
OMIM:256000	Leigh syndrome	MGI:98443	Surf1	Mouse	31		1	31	45	18	false
OMIM:185050	Platelet storage pool disease	MGI:1855937	Gm14226	Mouse			1	5695	620	189	false
OMIM:204200	Juvenile neuronal ceroid lipofuscinosis	MGI:107537	Cln3	Mouse	37		5	23	2	37	false
OMIM:114550	Hepatocellular carcinoma	MGI:2449975	Iqgap2	Mouse	42		1	112	215	7	false
OMIM:137580	Tourette Syndrome	MGI:96062	Hdc	Mouse	34		2	27	3	29	true
OMIM:104300	Alzheimer Disease	MGI:102676	Abcc1	Mouse			1	5	14	5	true
OMIM:114500	Carcinoma of colon	MGI:96680	Kras	Mouse	36		1	5	33	198	true
OMIM:222100	IDDM	MGI:101941	E2f1	Mouse	38		1	7	7	65	true
OMIM:270600	Spastic Diplegia and Mental Retardation	MGI:88151	Glb1	Mouse	31		1	7	0	25	true
OMIM:168600	Parkinson Disease, Late-Onset	MGI:104735	Gt(ROSA)26Sor	Mouse	25		1	22	18	33	true
OMIM:270150	Sjogren's syndrome	MGI:96545	Il1r1	Mouse	49		2	183	0	65	true
OMIM:616263	Neurologic, Endocrine, and Pancreatic Disease, Multisystem, Infantile-Onset	MGI:103219	Meox2	Mouse	38		1	24	1	17	true
OMIM:121050	Congenital contractural arachnodactyly	MGI:95490	Fbn2	Mouse	31		4	44	1	18	true
OMIM:133780	Exudative Vitreoretinopathy 1	MGI:108520	Fzd4	Mouse	43		1	12	2	51	true
OMIM:180300	Rheumatoid Arthritis	MGI:97283	Ncf1	Mouse	65		1	6	10	40	true
OMIM:166760	Otitis Media, Susceptibility to	MGI:1336991	Trp73	Mouse	29		1	1	0	71	true
OMIM:124200	keratosis follicularis	MGI:88110	Atp2a2	Mouse	43		1	89	2	63	false
OMIM:245590	Laron syndrome with immunodeficiency	MGI:98504	Hnf1a	Mouse	36		1	3	1	47	false
OMIM:603284	Cerebral Cavernous Malformations 2	MGI:2384924	Ccm2	Mouse	52		2	4	1	68	true
OMIM:601634	Neural Tube Defects, Folate-Sensitive	MGI:106639	Mthfr	Mouse	48		1	2	4	15	true
OMIM:226650	Adult junctional epidermolysis bullosa	MGI:88450	Col17a1	Mouse	45		1	22	12	15	false
OMIM:610612	Leber Congenital Amaurosis 12	MGI:1921273	Rd3	Mouse	41		1	3	1	5	true
OMIM:601067	Usher Syndrome, Type 1D	MGI:1890219	Cdh23	Mouse	49		11	3	2	113	true
OMIM:119800	clubfoot	MGI:101784	Nes	Mouse	21		1	66	2	14	false
OMIM:193300	Von Hippel-Lindau Syndrome	MGI:96217	Hprt	Mouse	46		2	46	2	180	true
OMIM:181500	Schizophrenia	MGI:2152938	Srgap3	Mouse	25		1	5	18	19	true
OMIM:121300	hereditary coproporphyria	MGI:104841	Cpox	Mouse	11		1	33	1	4	false
OMIM:227650	Fanconi Anemia, Complementation Group a	MGI:1341823	Fanca	Mouse	49		3	31	9	35	true
OMIM:603165	Dermatitis, Atopic	MGI:1913331	Sharpin	Mouse	42		1	15	1	66	true
DOID:0060340	ciliopathy	ZFIN:ZDB-GENE-060126-2	bbs4	Zebrafish	37		1	940	181	42	false
OMIM:209850	Autism	MGI:1929183	Tsc1	Mouse	29		2	12	5	117	true
OMIM:222100	IDDM	MGI:107656	Ifng	Mouse	28		2	7	7	114	true
OMIM:255300	Congenital myopathy	MGI:1344412	Ldb3	Mouse	71		1	2	0	39	true
OMIM:217095	Conotruncal Heart Malformations	MGI:1101356	Ece2	Mouse			1	35	9	0	false
OMIM:114480	Familial cancer of breast	MGI:109337	Brca2	Mouse	42		6	1	28	81	true
OMIM:239500	Hyperprolinemia, Type 1	MGI:97770	Prodh	Mouse	37		1	16	2	7	true
DOID:2729	dyskeratosis congenita	ZFIN:ZDB-GENE-041007-4	nop10	Zebrafish	34		1	310	36	21	false
OMIM:606176	Diabetes Mellitus, Permanent Neonatal	MGI:104735	Gt(ROSA)26Sor	Mouse	33		3	24	7	33	true
OMIM:182290	Smith-Magenis syndrome	MGI:103291	Rai1	Mouse	46		2	231	9	55	false
OMIM:247200	Miller-Dieker Lissencephaly Syndrome	MGI:1338010	Hic1	Mouse	41		1	52	3	28	true
OMIM:187500	Tetralogy of Fallot	MGI:103248	Phc1	Mouse	51		1	96	16	36	false
OMIM:556500	Parkinson disease, mitochondrial	MGI:94862	Slc6a3	Mouse			1	0	2	58	true
OMIM:275355	Squamous cell carcinoma of the head and neck	MGI:109583	Pten	Mouse	56		1	1	24	459	true
OMIM:256840	Hereditary sensory and autonomic neuropathy with spastic paraplegia	MGI:101784	Nes	Mouse	27		1	22	1	14	true
OMIM:271900	Canavan disease	MGI:98352	Sod2	Mouse	48		1	56	3	126	false
OMIM:602081	Speech-Language Disorder 1	MGI:2148705	Foxp2	Mouse	21		1	5	1	59	true
OMIM:105400	Amyotrophic lateral sclerosis type 1	MGI:98352	Sod2	Mouse	43		1	11	51	126	true
OMIM:613712	Hirschsprung Disease, Susceptibility To, 4	MGI:95285	Edn3	Mouse			2	0	1	11	true
OMIM:209850	Autism	MGI:102548	Tsc2	Mouse	28		1	12	5	84	true
OMIM:300123	Mental Retardation, X-Linked, With Panhypopituitarism	MGI:98365	Sox3	Mouse	54		1	6	1	35	true
DOID:2729	dyskeratosis congenita	ZFIN:ZDB-GENE-040426-893	gar1	Zebrafish			1	310	36	2	false
OMIM:601665	Obesity	MGI:87939	Adrb3	Mouse	31		1	2026	323	6	false
DOID:1935	Bardet-Biedl syndrome	ZFIN:ZDB-GENE-060126-2	bbs4	Zebrafish	35		1	237	62	42	false
OMIM:143465	Attention deficit hyperactivity disorder	MGI:94862	Slc6a3	Mouse	42		4	2	4	58	true
OMIM:606215	AVSD	MGI:88180	Bmp4	Mouse			2	0	0	215	false
OMIM:114480	Familial cancer of breast	MGI:103063	Stat1	Mouse	42		1	1	28	50	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:96442	Igh	Mouse	53		1	13	11	99	true
OMIM:125853	type 2 diabetes mellitus	MGI:99260	Prkci	Mouse	49		1	473	168	76	false
OMIM:188400	DiGeorge syndrome	MGI:97350	Nkx2-5	Mouse	50		1	236	12	79	false
OMIM:211980	Lung Cancer	MGI:1341870	Stk11	Mouse	22		2	1	16	131	true
OMIM:125853	type 2 diabetes mellitus	MGI:1095438	Slc2a2	Mouse	43		1	473	168	25	false
OMIM:242860	Immunodeficiency-Centromeric Instability-Facial Anomalies Syndrome 1	MGI:1261827	Dnmt3a	Mouse	34		1	23	1	22	true
OMIM:256850	Giant Axonal Neuropathy 1, Autosomal Recessive	MGI:1890619	Gan	Mouse	44		1	25	1	17	true
OMIM:127550	Dyskeratosis congenita autosomal dominant	MGI:1920086	Pot1b	Mouse	42		1	25	4	14	true
OMIM:180200	retinoblastoma	MGI:103300	Rbl1	Mouse	39		1	109	4	43	false
OMIM:601665	Obesity	MGI:1891836	Mkks	Mouse	42		1	2026	323	25	false
OMIM:153800	Age-related macular degeneration 2	MGI:109424	Abca4	Mouse	31		1	1	2	17	true
OMIM:187500	Tetralogy of Fallot	MGI:97169	Msx2	Mouse	48		1	96	16	64	false
OMIM:185050	Platelet storage pool disease	MGI:1914549	Dock7	Mouse			1	5695	620	14	false
OMIM:152700	Systemic Lupus Erythematosus	MGI:1918836	Ifih1	Mouse	62		2	13	11	34	true
OMIM:613835	Leber Congenital Amaurosis 8	MGI:2679260	Crb2	Mouse	24		2	6	1	58	true
DOID:870	neuropathy	ZFIN:ZDB-GENE-030131-2341	med24	Zebrafish	26		1	24307	2158	10	false
OMIM:615294	Ciliary Dyskinesia, Primary, 21	MGI:2685906	Drc1	Mouse	33		2	5	1	18	true
OMIM:201100	Hereditary acrodermatitis enteropathica	MGI:1919277	Slc39a4	Mouse	36		1	39	2	37	false
OMIM:276904	Usher Syndrome, Type 1C	MGI:1919338	Ush1c	Mouse	34		5	3	1	60	true
OMIM:142340	Congenital diaphragmatic hernia	MGI:108015	Nkx3-2	Mouse	37		1	1	1	70	true
OMIM:611162	Susceptibility to malaria	MGI:88024	Ank1	Mouse			2	0	16	108	true
OMIM:601665	Obesity	MGI:87937	Adrb1	Mouse			1	2026	323	3	false
OMIM:182940	Neural Tube Defects, Susceptibility to	MGI:2159344	Vangl1	Mouse	13		1	7	5	4	true
OMIM:608890	Waardenburg syndrome type 2D	MGI:1096393	Snai2	Mouse	27		1	3	1	34	true
OMIM:174900	Juvenile Polyposis Syndrome	MGI:894293	Smad4	Mouse	52		1	49	9	136	false
OMIM:181500	Schizophrenia	MGI:104726	Cplx2	Mouse	26		1	5	18	25	true
OMIM:613848	Osteogenesis imperfecta type 10	MGI:88283	Serpinh1	Mouse	47		1	28	1	36	true
OMIM:613784	Age-related macular degeneration 12	MGI:1333815	Cx3cr1	Mouse			4	0	1	31	true
OMIM:614866	Peroxisome Biogenesis Disorder 5A (Zellweger)	MGI:107486	Pex2	Mouse	43		2	44	1	40	true
OMIM:610967	Osteogenesis Imperfecta, Type 5	MGI:2138346	Suco	Mouse	39		1	16	1	44	true
OMIM:173650	Kindler's syndrome	MGI:2443583	Fermt1	Mouse	39		1	44	1	16	true
DOID:0050557	congenital muscular dystrophy	ZFIN:ZDB-GENE-070501-6	col6a1	Zebrafish	37		1	874	102	50	false
OMIM:607313	Gaze Palsy, Familial Horizontal, With Progressive Scoliosis	MGI:1343102	Robo3	Mouse	37		1	9	1	19	true
OMIM:266900	Senior-Loken Syndrome 1	MGI:1913529	Tmem218	Mouse	42		1	6	1	16	true
OMIM:309900	mucopolysaccharidosis II	MGI:96417	Ids	Mouse	35		2	111	3	24	false
OMIM:250850	Methionine Adenosyltransferase Deficiency	MGI:88017	Mat1a	Mouse	34		1	6	1	6	true
OMIM:176620	Priapism, Familial Idiopathic	MGI:1096381	Arntl	Mouse	52		1	1	0	140	true
DOID:2908	Treacher Collins syndrome	ZFIN:ZDB-GENE-030131-6349	nolc1	Zebrafish	41		1	855	23	33	false
OMIM:259720	Osteopetrosis, autosomal recessive 5	MGI:2655574	Ostm1	Mouse	41		1	5	1	35	true
OMIM:223360	Dopamine beta hydroxylase deficiency	MGI:94864	Dbh	Mouse	31		1	8	2	22	true
OMIM:185050	Platelet storage pool disease	MGI:1347355	Slc7a11	Mouse			1	5695	620	12	false
OMIM:190685	Down Syndrome	MGI:102463	Nfatc2	Mouse	30		2	275	25	32	false
OMIM:182000	Keratosis, Seborrheic	MGI:1202717	Psen1	Mouse	36		1	16	2	122	false
OMIM:607115	Chronic infantile neurological, cutaneous and articular syndrome	MGI:97592	Prkaca	Mouse	30		1	35	1	20	true
OMIM:604416	Pyogenic Sterile Arthritis, Pyoderma Gangrenosum, and Acne	MGI:104735	Gt(ROSA)26Sor	Mouse	35		1	16	1	33	false
DOID:0050572	cone-rod dystrophy	ZFIN:ZDB-GENE-011128-10	gnat2	Zebrafish	34		1	137	56	7	false
OMIM:152700	Systemic Lupus Erythematosus	MGI:1346328	Def6	Mouse	50		1	13	11	13	true
OMIM:155720	Melanoma, Uveal	MGI:104735	Gt(ROSA)26Sor	Mouse	22		1	1	0	33	true
OMIM:603174	Homocysteinemia	MGI:106639	Mthfr	Mouse			2	0	0	15	true
OMIM:176807	Malignant tumor of prostate	MGI:1345139	Spry1	Mouse			1	1	18	18	true
OMIM:263000	desquamative interstitial pneumonia	MGI:109517	Sftpc	Mouse	38		1	12	0	19	true
OMIM:608089	Endometrial Cancer	MGI:98834	Trp53	Mouse	57		2	1	7	271	true
OMIM:268000	Retinitis Pigmentosa	MGI:98001	Rpe65	Mouse	54		2	3	41	34	true
OMIM:125800	Diabetes Insipidus, Nephrogenic, Autosomal	MGI:97361	Nos2	Mouse	31		1	15	1	132	true
OMIM:222100	IDDM	MGI:107474	Cd38	Mouse	37		1	7	7	11	true
OMIM:194050	Williams-Beuren syndrome	MGI:1353499	Baz1b	Mouse	42		4	250	9	45	false
OMIM:610954	Pitt-Hopkins Syndrome	ZFIN:ZDB-GENE-090814-1	tcf4	Zebrafish	25		1	48	3	5	true
OMIM:155255	medulloblastoma	MGI:101784	Nes	Mouse	25		4	52	46	14	false
DOID:2729	dyskeratosis congenita	ZFIN:ZDB-GENE-031118-120	dkc1	Zebrafish	32		1	310	36	10	false
OMIM:180300	Rheumatoid Arthritis	MGI:99180	Zfp36	Mouse	75		1	6	10	52	true
OMIM:109100	Autoimmune Disease	MGI:1890220	Gpr132	Mouse	52		1	1	0	17	true
OMIM:184840	Stickler syndrome, type 3	MGI:88447	Col11a2	Mouse	51		1	20	1	15	true
OMIM:119800	clubfoot	MGI:1921303	Grip1	Mouse	39		1	66	2	41	false
OMIM:241530	Hypophosphatemic Rickets With Hypercalciuria, Hereditary	MGI:2159410	Slc34a3	Mouse	40		1	35	1	5	true
OMIM:211980	Lung Cancer	MGI:88467	Col1a1	Mouse	18		4	1	16	325	true
OMIM:300257	Danon disease	MGI:96748	Lamp2	Mouse	36		1	33	1	39	true
OMIM:222100	IDDM	MGI:96572	Ins1	Mouse	38		1	7	7	11	true
OMIM:178600	Primary pulmonary hypertension	MGI:97747	Pparg	Mouse	32		1	13	3	232	true
OMIM:125853	type 2 diabetes mellitus	MGI:104874	Akt2	Mouse	45		1	473	168	36	false
OMIM:120435	Lynch Syndrome 1	MGI:98483	Tap1	Mouse			1	1	6	14	true
OMIM:614286	Myelodysplastic Syndrome	MGI:104735	Gt(ROSA)26Sor	Mouse	30		1	329	56	33	false
OMIM:612736	guanidinoacetate methyltransferase deficiency	MGI:1098221	Gamt	Mouse	18		1	10	1	13	true
OMIM:604400	Arrhythmogenic Right Ventricular Dysplasia, Familial, 5	MGI:105381	Rpsa	Mouse	35		1	6	1	7	true
OMIM:144700	Renal Cell Carcinoma, Nonpapillary	MGI:2442184	Flcn	Mouse	24		1	2	10	32	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:96628	Jak1	Mouse	51		1	13	11	63	true
OMIM:310200	Muscular Dystrophy, Duchenne Type	MGI:104631	Utrn	Mouse	13		3	79	9	4	false
OMIM:152700	Systemic Lupus Erythematosus	MGI:98578	Tcrb	Mouse	48		1	13	11	14	true
OMIM:214110	Peroxisome biogenesis disorder 2A	MGI:1098808	Pex5	Mouse	50		1	42	1	48	true
OMIM:185050	Platelet storage pool disease	MGI:2177742	Hps4	Mouse			1	5695	620	15	false
DOID:0050632	oculocutaneous albinism	ZFIN:ZDB-GENE-050808-1	nsfb	Zebrafish			2	5656	623	15	false
OMIM:174050	Polycystic Liver Disease	ZFIN:ZDB-GENE-100707-1	pkd1a	Zebrafish	33		1	17	2	12	true
OMIM:143465	Attention deficit hyperactivity disorder	MGI:1098283	Per1	Mouse	39		1	2	4	26	true
OMIM:114500	Carcinoma of colon	MGI:88039	Apc	Mouse	38		8	5	33	213	true
OMIM:613826	Leber Congenital Amaurosis 6	MGI:1932134	Rpgrip1	Mouse	36		1	8	1	9	true
OMIM:211980	Lung Cancer	MGI:104738	Cdkn2a	Mouse	22		1	1	16	78	true
OMIM:108800	ASD1	MGI:3522243	pta	Mouse	63		1	1	0	34	true
DOID:1168	familial hyperlipidemia	ZFIN:ZDB-GENE-030131-2168	apoc2	Zebrafish	27		1	186	109	9	false
OMIM:601665	Obesity	MGI:1917976	Angptl6	Mouse	29		1	2026	323	16	false
OMIM:260950	Periodontitis, Chronic	MGI:88467	Col1a1	Mouse	34		1	13	2	325	true
OMIM:614226	Holoprosencephaly 11	MGI:2151153	Boc	Mouse	25		6	6	1	9	true
OMIM:119500	Popliteal Pterygium Syndrome	MGI:1859211	Irf6	Mouse	45		2	84	2	57	false
OMIM:610127	Ceroid Lipofuscinosis, Neuronal, 10	MGI:101784	Nes	Mouse	28		1	22	2	14	false
OMIM:613025	SCZD13	MGI:99779	Chrna7	Mouse			1	0	0	38	true
OMIM:181350	Emery-Dreifuss Muscular Dystrophy 2, Autosomal Dominant	MGI:1890508	Zmpste24	Mouse	42		1	18	1	72	true
OMIM:166760	Otitis Media, Susceptibility to	MGI:2147134	Fbxo11	Mouse	41		2	1	0	48	true
DOID:0060340	ciliopathy	ZFIN:ZDB-GENE-030131-8846	ttc8	Zebrafish	37		1	940	181	40	false
OMIM:312750	Rett syndrome	MGI:101784	Nes	Mouse	26		1	104	6	14	false
OMIM:222100	IDDM	MGI:96448	Ighm	Mouse	27		3	7	7	99	true
OMIM:277700	Werner Syndrome	MGI:109635	Wrn	Mouse	42		2	109	2	31	false
OMIM:123500	Crouzon Syndrome	MGI:95523	Fgfr2	Mouse	64		4	1772	44	324	false
OMIM:185050	Platelet storage pool disease	MGI:2153839	Hps3	Mouse			2	5695	620	14	false
OMIM:614286	Myelodysplastic Syndrome	MGI:98284	Srsf2	Mouse	44		1	329	56	28	false
OMIM:188400	DiGeorge syndrome	MGI:104686	Crkl	Mouse	51		1	236	12	33	false
OMIM:156240	malignant mesothelioma	MGI:1929183	Tsc1	Mouse	24		1	2	16	117	false
DOID:11984	hypertrophic cardiomyopathy	ZFIN:ZDB-GENE-130530-642	nppb	Zebrafish			1	2944	303	1	false
OMIM:152700	Systemic Lupus Erythematosus	MGI:96897	Lyz2	Mouse	43		2	13	11	16	true
OMIM:166760	Otitis Media, Susceptibility to	MGI:107718	Dnah5	Mouse	22		1	1	0	74	true
OMIM:209850	Autism	MGI:1096362	Nrxn2	Mouse	32		1	12	5	8	true
DOID:9884	muscular dystrophy	ZFIN:ZDB-GENE-060119-1	lama2	Zebrafish	41		1	2206	258	55	false
OMIM:269920	Sialic acid storage disease, severe infantile type	MGI:1924105	Slc17a5	Mouse	33		1	31	1	28	true
OMIM:610153	Deafness, autosomal recessive 49	MGI:2446166	Marveld2	Mouse	29		1	1	1	26	true
OMIM:176807	Malignant tumor of prostate	MGI:88276	Ctnnb1	Mouse	28		1	1	18	398	true
OMIM:173900	Polycystic kidney disease, adult type	MGI:109547	Dnm2	Mouse	36		1	6	1	31	true
DOID:898	polycystic kidney disease	ZFIN:ZDB-GENE-040827-4	pkd2	Zebrafish	38		2	329	25	75	false
OMIM:605899	Glycine Encephalopathy	MGI:1341155	Gldc	Mouse	37		1	35	12	20	false
DOID:9351	diabetes mellitus	ZFIN:ZDB-GENE-990415-122	pdx1	Zebrafish	40		1	2326	500	24	false
OMIM:601626	acute myeloid leukemia	MGI:1352457	Nr4a3	Mouse	25		1	341	201	22	false
DOID:0050539	Charcot-Marie-Tooth disease type 2	ZFIN:ZDB-GENE-040426-1352	rab7	Zebrafish			2	0	0	0	true
OMIM:604229	Peters Anomaly	MGI:894663	Ext1	Mouse	51		1	17	6	68	false
OMIM:167000	Ovarian Cancer	MGI:109583	Pten	Mouse	39		7	4	12	459	true
OMIM:194070	Wilms tumor 1	MGI:104735	Gt(ROSA)26Sor	Mouse	28		1	1	6	33	true
OMIM:603075	Age-related macular degeneration 1	MGI:88518	Cryba1	Mouse			1	0	9	12	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:96677	Kit	Mouse	54		1	13	11	215	true
OMIM:226700	Junctional epidermolysis bullosa, Herlitz type	MGI:96605	Itga6	Mouse	37		1	18	3	25	true
DOID:0060041	autism spectrum disorder	ZFIN:ZDB-GENE-020731-6	fmr1	Zebrafish	37		1	934	353	41	false
DOID:3213	demyelinating disease	ZFIN:ZDB-GENE-040801-201	cldnk	Zebrafish			1	1580	107	1	false
OMIM:114480	Familial cancer of breast	MGI:1344415	Dmtf1	Mouse	33		1	1	28	14	true
OMIM:260350	Carcinoma of pancreas	MGI:104738	Cdkn2a	Mouse	46		5	1	7	78	true
OMIM:600084	Macrocytosis, Familial	MGI:103012	E2f4	Mouse	84		1	2	1	54	true
OMIM:214150	COFS syndrome	MGI:1100494	Ercc6	Mouse	42		1	127	9	22	false
OMIM:219050	Cryptorchidism, unilateral or bilateral	MGI:88064	Ar	Mouse	34		1	2	2	182	true
OMIM:604290	Aceruloplasminemia	MGI:1332240	Heph	Mouse	42		1	25	2	21	false
OMIM:256000	Leigh syndrome	MGI:101784	Nes	Mouse	35		2	31	45	14	false
OMIM:209850	Autism	MGI:1277959	Dlg4	Mouse	38		1	12	5	69	true
OMIM:600092	Chondrodysplasia - disorder of sex development	MGI:2444681	Hhat	Mouse	41		1	28	1	50	true
OMIM:254090	Ullrich Congenital Muscular Dystrophy 1	MGI:88461	Col6a3	Mouse	42		1	32	3	15	true
OMIM:613327	Lipodystrophy, Congenital Generalized, Type 4	MGI:1277968	Ptrf	Mouse	45		1	37	1	25	true
